"","x"
"1",0.359236792785955
"2",0.311744028931253
"3",0.321620228498224
"4",0.348291703283775
"5",0.327463303174266
"6",0.330285230759459
"7",0.354004438314961
"8",0.307445357295005
"9",0.332512272769253
"10",0.280223476408525
"11",0.296938906582538
"12",0.366588806035332
"13",0.362560679503645
"14",0.287455175239403
"15",0.353755052243578
"16",0.333176984964847
"17",0.296240985599721
"18",0.310685342523202
"19",0.317869454438005
"20",0.324921130888568
"21",0.344434521661588
"22",0.302947864547111
"23",0.33400444819585
"24",0.317247742370063
"25",0.338458230830636
"26",0.394543017615907
"27",0.354518383994375
"28",0.326886235131837
"29",0.347818477118572
"30",0.319176151027384
"31",0.307049018301598
"32",0.350767213359127
"33",0.378885401007783
"34",0.305171657133452
"35",0.272185387778844
"36",0.359304876235248
"37",0.317253192884654
"38",0.309969407943576
"39",0.334176621046228
"40",0.353463148123099
"41",0.283762654345212
"42",0.322475057412411
"43",0.300662541596931
"44",0.276173398506531
"45",0.291712874213715
"46",0.351656932063879
"47",0.358082555398363
"48",0.311203535402438
"49",0.364059635376932
"50",0.311687761111937
"51",0.332333136463925
"52",0.320789892018005
"53",0.298442315729039
"54",0.318525974955286
"55",0.383225237566299
"56",0.341037605565039
"57",0.327858591536921
"58",0.356689486757211
"59",0.356392516938979
"60",0.334372161270256
"61",0.334447262140539
"62",0.297591805043507
"63",0.316440829155596
"64",0.321793608309358
"65",0.377496210309855
"66",0.320802778471351
"67",0.334828965340864
"68",0.382120842953343
"69",0.306262609056731
"70",0.365600628880924
"71",0.341127102423967
"72",0.354700253103263
"73",0.302817711919807
"74",0.304405568962694
"75",0.299973074675323
"76",0.349009084900266
"77",0.347239613059524
"78",0.319910405632866
"79",0.305324195731556
"80",0.355703792117378
"81",0.3169416045551
"82",0.31388998107383
"83",0.33539344913435
"84",0.339820168703215
"85",0.329347368647406
"86",0.307831465493123
"87",0.390039509587811
"88",0.327374959753737
"89",0.35253713692374
"90",0.319196287480192
"91",0.343203635458989
"92",0.310105209168691
"93",0.314289768189518
"94",0.313196319365959
"95",0.315217335760273
"96",0.321774343421565
"97",0.297914661043613
"98",0.352609638454888
"99",0.311664058205805
"100",0.317368263733365
