"","x"
"1",648441
"2",-686467
"3",823733
"4",-43752
"5",-985317
"6",-778447
"7",-569619
"8",-294662
"9",-166174
"10",400800
"11",180662
"12",-518723
"13",278222
"14",637991
"15",-369972
"16",951144
"17",-221505
"18",99464
"19",404179
"20",767884
"21",571055
"22",681408
"23",197055
"24",-164501
"25",961520
"26",351285
"27",156671
"28",-126036
"29",-798371
"30",-407538
"31",-907907
"32",-119021
"33",31125
"34",-839624
"35",128454
"36",-753246
"37",-238516
"38",372147
"39",465530
"40",-621102
"41",-115372
"42",-166258
"43",352834
"44",-826078
"45",-600100
"46",-807427
"47",-101565
"48",-481443
"49",-98181
"50",950767
"51",867081
"52",-392437
"53",-562075
"54",-349063
"55",-551682
"56",-94501
"57",-534271
"58",529522
"59",728705
"60",422886
"61",294464
"62",-130072
"63",84529
"64",-200177
"65",-896221
"66",-960155
"67",698464
"68",833167
"69",-553249
"70",591478
"71",909232
"72",-254564
"73",534736
"74",-476340
"75",-555663
"76",-363961
"77",947737
"78",-259137
"79",317924
"80",588095
"81",541693
"82",755811
"83",-448235
"84",220609
"85",159165
"86",763656
"87",-922293
"88",-233845
"89",682491
"90",34599
"91",-5389
"92",-314555
"93",-652464
"94",257328
"95",-277466
"96",285647
"97",995918
"98",756643
"99",469522
"100",-983840
