"","x"
"1",-353658
"2",387538
"3",878278
"4",262970
"5",-884162
"6",-681435
"7",439497
"8",-524471
"9",-415800
"10",-864893
"11",-992400
"12",-304668
"13",-52258
"14",-595712
"15",282536
"16",-527208
"17",-815733
"18",608212
"19",-346999
"20",-422740
"21",-327784
"22",-712854
"23",644141
"24",595697
"25",-622504
"26",160221
"27",-591031
"28",-266106
"29",654625
"30",783154
"31",-189107
"32",-15082
"33",-969492
"34",354065
"35",660641
"36",-299573
"37",91019
"38",-681787
"39",79642
"40",451556
"41",-303604
"42",-482150
"43",-643281
"44",-71275
"45",12725
"46",233645
"47",560885
"48",800240
"49",512794
"50",937798
"51",966346
"52",-552560
"53",-398885
"54",-475795
"55",-314727
"56",-6875
"57",497885
"58",314397
"59",36626
"60",-747303
"61",190559
"62",318389
"63",317931
"64",398788
"65",-366487
"66",-753841
"67",-43539
"68",614653
"69",-111717
"70",991093
"71",381422
"72",466316
"73",-469658
"74",456420
"75",-527819
"76",-248647
"77",-912093
"78",-114733
"79",95121
"80",981463
"81",315043
"82",-848334
"83",428122
"84",278913
"85",891476
"86",953691
"87",173385
"88",754404
"89",-456351
"90",-297999
"91",958601
"92",-742898
"93",616318
"94",-313663
"95",-262750
"96",-350164
"97",884959
"98",-665289
"99",4165
"100",277120
