"","x"
"1",-798297
"2",-447349
"3",209854
"4",118369
"5",381743
"6",782589
"7",721162
"8",278668
"9",340950
"10",-650025
"11",163495
"12",-439788
"13",-289646
"14",598577
"15",680159
"16",230509
"17",-843907
"18",367824
"19",-907935
"20",954657
"21",-879853
"22",618646
"23",5943
"24",-863904
"25",-349933
"26",565520
"27",240839
"28",-567450
"29",423994
"30",697544
"31",-770754
"32",83182
"33",-576877
"34",-422440
"35",-571805
"36",-932291
"37",-274004
"38",-539103
"39",-605545
"40",-321735
"41",166624
"42",-304809
"43",436755
"44",666706
"45",645079
"46",-317869
"47",-813186
"48",867499
"49",599817
"50",-970840
"51",-553939
"52",837658
"53",-596716
"54",483139
"55",-528634
"56",-707412
"57",422615
"58",-951906
"59",396469
"60",-365296
"61",-942021
"62",-943760
"63",939802
"64",193261
"65",836295
"66",-639954
"67",-473163
"68",874136
"69",-50941
"70",476860
"71",706959
"72",640293
"73",-540601
"74",360128
"75",732108
"76",-473573
"77",342670
"78",-472547
"79",76996
"80",680614
"81",821105
"82",-873967
"83",-18732
"84",506333
"85",-878846
"86",476115
"87",-539823
"88",-487670
"89",944228
"90",-122934
"91",208563
"92",-815139
"93",-5414
"94",-870832
"95",-122288
"96",-685748
"97",336146
"98",331055
"99",118717
"100",-827421
