"","x"
"1",0.489449271870238
"2",0.391569882412328
"3",0.435474628092503
"4",0.261258448471249
"5",0.465134603887646
"6",0.403915695284409
"7",0.451667819007108
"8",0.456269974628021
"9",0.523291644840283
"10",0.461838119901151
"11",0.508732014402626
"12",0.299276155728183
"13",0.448040594287066
"14",0.493362401992093
"15",0.447250593159353
"16",0.423639377105542
"17",0.541538694015382
"18",0.499688123379517
"19",0.406496924674886
"20",0.44262713720485
"21",0.45170267170858
"22",0.498292409645798
"23",0.514100344164894
"24",0.434592992540873
"25",0.295974688242618
"26",0.465882256346444
"27",0.52529615373706
"28",0.287902703920828
"29",0.474808345612657
"30",0.384560683310975
"31",0.415570611851342
"32",0.38038991025547
"33",0.427408811892819
"34",0.493681291227914
"35",0.442149429707568
"36",0.305312150424619
"37",0.452750420362801
"38",0.495007256645573
"39",0.428682015728909
"40",0.466232225936477
"41",0.412823841640805
"42",0.511385190991606
"43",0.292191543102706
"44",0.470017190439905
"45",0.482361402081568
"46",0.458739125959051
"47",0.248512808245668
"48",0.489488328189502
"49",0.452591707561102
"50",0.45343954640626
"51",0.466314879023407
"52",0.437254571445601
"53",0.449735386749849
"54",0.469602771421201
"55",0.46759248907937
"56",0.41282716578717
"57",0.524139380717277
"58",0.468273694040378
"59",0.463992647298934
"60",0.486487615120342
"61",0.454549066556785
"62",0.486621714794067
"63",0.43025344293888
"64",0.43443607359426
"65",0.516635260194537
"66",0.450723061127251
"67",0.2444421139394
"68",0.450767046449838
"69",0.442565204621925
"70",0.457430271639602
"71",0.447443194895901
"72",0.438512466142397
"73",0.456346025144269
"74",0.433465032762814
"75",0.374968368682109
"76",0.267159816154524
"77",0.46017011339739
"78",0.451514560399977
"79",0.470564189288269
"80",0.453181769099434
"81",0.442842159705922
"82",0.453240779409804
"83",0.44150661998416
"84",0.493053222156366
"85",0.396693465313942
"86",0.454126188728399
"87",0.425664667775504
"88",0.471214282258662
"89",0.473021197971357
"90",0.358286667973236
"91",0.450648207837147
"92",0.500008031051794
"93",0.478110844872005
"94",0.432538075815837
"95",0.469400838425205
"96",0.329451481415521
"97",0.472849717224781
"98",0.473536921147798
"99",0.430742563838159
"100",0.44194561500502
