"","x"
"1",825829
"2",758742
"3",430370
"4",-802111
"5",628977
"6",-457803
"7",284481
"8",-942762
"9",-389812
"10",516344
"11",-162032
"12",602527
"13",626715
"14",-338807
"15",7242
"16",932524
"17",853618
"18",-946860
"19",-265020
"20",-14519
"21",-525413
"22",313093
"23",-911723
"24",-390934
"25",-475988
"26",-301623
"27",277662
"28",-688660
"29",123581
"30",-394352
"31",387524
"32",-724538
"33",372320
"34",-470996
"35",-639348
"36",-213026
"37",-167263
"38",-274207
"39",854452
"40",994151
"41",398773
"42",-548700
"43",711119
"44",833689
"45",-653102
"46",-737128
"47",-856775
"48",635822
"49",935889
"50",626101
"51",762185
"52",583221
"53",-167014
"54",887807
"55",-772244
"56",690513
"57",284741
"58",-228564
"59",893050
"60",279828
"61",-743482
"62",-578891
"63",-27716
"64",-455075
"65",119654
"66",15177
"67",-56593
"68",-163893
"69",112265
"70",9308
"71",-717132
"72",602770
"73",-871035
"74",-231577
"75",-447994
"76",-672277
"77",-713885
"78",367554
"79",-449712
"80",-590984
"81",-562802
"82",-240989
"83",-208427
"84",-772144
"85",-687683
"86",-117495
"87",-766612
"88",-155684
"89",155894
"90",466464
"91",-811113
"92",-450860
"93",-709666
"94",814643
"95",35612
"96",-191363
"97",997073
"98",-74093
"99",-777677
"100",-527674
