"Trait ID","Trait name","Method","RS#","Chromosome","Marker position (bp)","SNP effect","'-log10(P)'","Genotype for code 1"
"15","Trait15","mrMLM","PstI.TP506588","1","80675","1.8191e-05","8e-04","C"
"15","Trait15","mrMLM","PstI.TP863331","1","161269","1.168e-05","5e-04","A"
"15","Trait15","mrMLM","NsiI.TP611047","1","185165","-0.1541","0.2625","A"
"15","Trait15","mrMLM","PstI.TP271714","1","262844","-6.4583e-05","0.003","A"
"15","Trait15","mrMLM","PstI.TP424788","1","263370","-4.1948e-05","0.002","A"
"15","Trait15","mrMLM","PstI.TP931820","1","284314","1.3854e-05","6e-04","A"
"15","Trait15","mrMLM","NsiI.TP148773","1","285352","1e-04","0.0066","A"
"15","Trait15","mrMLM","NsiI.TP579900","1","335878","-7.459e-05","0.0035","G"
"15","Trait15","mrMLM","PstI.TP425356","1","569039","-2.0528e-06","9.5288e-05","C"
"15","Trait15","mrMLM","PstI.TP999740","1","569491","1e-04","0.0053","A"
"15","Trait15","mrMLM","NsiI.TP802651","1","754114","-1e-04","0.0058","C"
"15","Trait15","mrMLM","NsiI.TP585976","1","829048","-0.4764","0.9638","C"
"15","Trait15","mrMLM","PstI.TP1152021","1","865447","6.984e-05","0.0033","A"
"15","Trait15","mrMLM","PstI.TP716618","1","918921","0.3364","0.443","G"
"15","Trait15","mrMLM","PstI.TP1246584","1","1015480","-0.2405","0.8412","C"
"15","Trait15","mrMLM","PstI.TP354591","1","1050082","1e-04","0.0065","C"
"15","Trait15","mrMLM","PstI.TP856852","1","1153760","0.0603","0.1642","G"
"15","Trait15","mrMLM","PstI.TP1010387","1","1174408","-1.2204","1.4455","C"
"15","Trait15","mrMLM","PstI.TP775725","1","1175417","-1.0033e-06","4.6568e-05","A"
"15","Trait15","mrMLM","NsiI.TP72077","1","1422420","-0.0172","0.0709","A"
"15","Trait15","mrMLM","PstI.TP13650","1","1521127","-5.8268e-05","0.0027","A"
"15","Trait15","mrMLM","PstI.TP329515","1","1537490","-6.3602e-05","0.003","C"
"15","Trait15","mrMLM","PstI.TP1031399","1","1661159","8.8581e-05","0.0041","C"
"15","Trait15","mrMLM","NsiI.TP796534","1","1682668","-0.9296","1.0952","A"
"15","Trait15","mrMLM","PstI.TP929619","1","1952038","3.5757e-06","2e-04","A"
"15","Trait15","mrMLM","PstI.TP417865","1","2030761","1e-04","0.005","C"
"15","Trait15","mrMLM","NsiI.TP666080","1","2031570","-0.2084","0.4431","C"
"15","Trait15","mrMLM","PstI.TP885267","1","2084430","1.6126e-05","7e-04","A"
"15","Trait15","mrMLM","PstI.TP1294018","1","2280325","2.2894e-05","0.0011","C"
"15","Trait15","mrMLM","PstI.TP56795","1","2315051","-1.2953e-05","6e-04","G"
"15","Trait15","mrMLM","PstI.TP653218","1","2466683","4.4411e-05","0.0021","A"
"15","Trait15","mrMLM","PstI.TP108989","1","2588793","0.0639","0.1587","C"
"15","Trait15","mrMLM","PstI.TP966432","1","2596832","0.0904","0.1734","A"
"15","Trait15","mrMLM","NsiI.TP486649","1","2601704","0.7134","1.2779","A"
"15","Trait15","mrMLM","PstI.TP441536","1","2816855","0.0153","0.1105","C"
"15","Trait15","mrMLM","PstI.TP1085601","1","2820903","6.4488e-05","0.003","A"
"15","Trait15","mrMLM","PstI.TP525202","1","2884119","-1.7694e-05","8e-04","A"
"15","Trait15","mrMLM","PstI.TP1268585","1","2988383","-0.705","1.6658","C"
"15","Trait15","mrMLM","PstI.TP849876","1","3050119","7.699e-05","0.0036","C"
"15","Trait15","mrMLM","PstI.TP66009","1","3078783","-2.572e-05","0.0012","A"
