"Trait ID","Trait name","Method","RS#","Chromosome","Marker position (bp)","SNP effect","'-log10(P)'","Genotype for code 1"
"18","Trait18","mrMLM","PstI.TP506588","1","80675","1.5306e-05","8e-04","C"
"18","Trait18","mrMLM","PstI.TP863331","1","161269","9.8276e-06","5e-04","A"
"18","Trait18","mrMLM","NsiI.TP611047","1","185165","-0.1296","0.2625","A"
"18","Trait18","mrMLM","PstI.TP271714","1","262844","-5.434e-05","0.003","A"
"18","Trait18","mrMLM","PstI.TP424788","1","263370","-3.5294e-05","0.002","A"
"18","Trait18","mrMLM","PstI.TP931820","1","284314","1.1657e-05","6e-04","A"
"18","Trait18","mrMLM","NsiI.TP148773","1","285352","1e-04","0.0066","A"
"18","Trait18","mrMLM","NsiI.TP579900","1","335878","-6.276e-05","0.0035","G"
"18","Trait18","mrMLM","PstI.TP425356","1","569039","-1.7272e-06","9.5288e-05","C"
"18","Trait18","mrMLM","PstI.TP999740","1","569491","9.5289e-05","0.0053","A"
"18","Trait18","mrMLM","NsiI.TP802651","1","754114","-1e-04","0.0058","C"
"18","Trait18","mrMLM","NsiI.TP585976","1","829048","-0.4008","0.9638","C"
"18","Trait18","mrMLM","PstI.TP1152021","1","865447","5.8763e-05","0.0033","A"
"18","Trait18","mrMLM","PstI.TP716618","1","918921","0.283","0.443","G"
"18","Trait18","mrMLM","PstI.TP1246584","1","1015480","-0.2023","0.8412","C"
"18","Trait18","mrMLM","PstI.TP354591","1","1050082","1e-04","0.0065","C"
"18","Trait18","mrMLM","PstI.TP856852","1","1153760","0.0507","0.1642","G"
"18","Trait18","mrMLM","PstI.TP1010387","1","1174408","-1.0269","1.4455","C"
"18","Trait18","mrMLM","PstI.TP775725","1","1175417","-8.4413e-07","4.6568e-05","A"
"18","Trait18","mrMLM","NsiI.TP72077","1","1422420","-0.0144","0.0709","A"
"18","Trait18","mrMLM","PstI.TP13650","1","1521127","-4.9027e-05","0.0027","A"
"18","Trait18","mrMLM","PstI.TP329515","1","1537490","-5.3515e-05","0.003","C"
"18","Trait18","mrMLM","PstI.TP1031399","1","1661159","7.4532e-05","0.0041","C"
