"","x"
"1",-382939
"2",78286
"3",-239834
"4",46927
"5",-624576
"6",654544
"7",689630
"8",-588647
"9",-442322
"10",80730
"11",809298
"12",-505745
"13",690449
"14",103191
"15",-432740
"16",397961
"17",-494136
"18",183829
"19",551475
"20",810548
"21",842708
"22",828606
"23",-304061
"24",-145210
"25",-866167
"26",378060
"27",29604
"28",262096
"29",649122
"30",-92622
"31",965383
"32",145742
"33",628407
"34",864273
"35",973785
"36",-739342
"37",353791
"38",-693077
"39",339731
"40",-771062
"41",571995
"42",-306951
"43",617211
"44",-622784
"45",167478
"46",-963487
"47",-432297
"48",-209561
"49",562527
"50",193281
"51",898718
"52",-127143
"53",-225995
"54",-482059
"55",-417961
"56",-531806
"57",-348972
"58",-893438
"59",-253428
"60",423651
"61",-160955
"62",-203230
"63",-591328
"64",-927200
"65",-97440
"66",-493297
"67",-444499
"68",-887645
"69",924404
"70",-907743
"71",213152
"72",-684614
"73",-833288
"74",622153
"75",-899883
"76",530899
"77",-425654
"78",465115
"79",361994
"80",-564151
"81",-235228
"82",-227257
"83",707055
"84",182249
"85",-440949
"86",911519
"87",-271662
"88",247318
"89",-585153
"90",511065
"91",38167
"92",-672931
"93",-242869
"94",-792875
"95",546281
"96",-890262
"97",-117960
"98",470212
"99",711566
"100",-922580
