"","x"
"1",70673
"2",979069
"3",671921
"4",-916931
"5",-660516
"6",945145
"7",-313906
"8",973367
"9",-171996
"10",-598337
"11",-6692
"12",654317
"13",-841162
"14",407291
"15",-664192
"16",241160
"17",-198149
"18",519433
"19",771395
"20",644601
"21",430729
"22",-383934
"23",-761319
"24",-542178
"25",-530000
"26",150711
"27",-102148
"28",-722434
"29",924796
"30",233621
"31",-907003
"32",163647
"33",277053
"34",795429
"35",560740
"36",-783571
"37",331332
"38",-670039
"39",-374081
"40",-471187
"41",393423
"42",-537173
"43",281204
"44",-136136
"45",115225
"46",-782622
"47",-455314
"48",757228
"49",-855654
"50",182143
"51",-842196
"52",-327315
"53",-689199
"54",-120100
"55",659023
"56",-244856
"57",318706
"58",914926
"59",-729099
"60",16598
"61",127756
"62",-723356
"63",861989
"64",-715161
"65",900331
"66",163558
"67",-183263
"68",174807
"69",-180915
"70",-51716
"71",464688
"72",677794
"73",-744140
"74",729132
"75",169017
"76",606947
"77",565394
"78",575726
"79",543906
"80",-938486
"81",473539
"82",917340
"83",430742
"84",837680
"85",-725350
"86",263046
"87",-127353
"88",-392346
"89",-95230
"90",806567
"91",528444
"92",124710
"93",558215
"94",709143
"95",494336
"96",160333
"97",-535198
"98",449715
"99",-923562
"100",913600
