"","x"
"1",0.264292878184659
"2",0.10831427639745
"3",0.154485864639248
"4",0.250162589070939
"5",0.195661730747829
"6",0.133736850826695
"7",0.178808473425454
"8",0.177524431122571
"9",0.192253159522315
"10",0.139673414982824
"11",0.114592874193638
"12",0.190128739562741
"13",0.167807528694234
"14",0.159533758364812
"15",0.167110380974599
"16",0.227675913062643
"17",0.216089450789368
"18",0.278892989227272
"19",0.190527175853888
"20",0.218090118633874
"21",0.178901564052417
"22",0.197940633454389
"23",0.208219720249308
"24",0.162039728580215
"25",0.174781451554931
"26",0.173844885836637
"27",0.158871038968968
"28",0.197139024383763
"29",0.0991264693995847
"30",0.140240696255887
"31",0.196677562364981
"32",0.220114544375079
"33",0.125717520327456
"34",0.218921682695754
"35",0.170718949925449
"36",0.200361621324669
"37",0.175555264504797
"38",0.212103233341654
"39",0.22404864751998
"40",0.043446208186758
"41",0.18692211211689
"42",0.187740504481796
"43",0.255696951683787
"44",0.174151240430022
"45",0.0937758068865036
"46",0.247795517869553
"47",0.22111046821418
"48",0.190299215310135
"49",0.156259126883471
"50",0.172401771409969
"51",0.182164676119814
"52",0.193736537847287
"53",0.21821230604361
"54",0.186088894533417
"55",0.114130178831736
"56",0.240436494355897
"57",0.187894273103322
"58",0.140823280816609
"59",0.201568622118284
"60",0.16669196111493
"61",0.154664354153383
"62",0.187582421511116
"63",0.115497731502365
"64",0.201787300355399
"65",0.179637982856575
"66",0.161916498834533
"67",0.125032958358857
"68",0.134831051827605
"69",0.194130811800837
"70",0.13875290319883
"71",0.191713329277018
"72",0.144330339138715
"73",0.109615579579142
"74",0.0869443248309731
"75",0.183213514425475
"76",0.178624913844755
"77",0.10244193186896
"78",0.178676846805151
"79",0.154501211843606
"80",0.137808984579115
"81",0.139051478087336
"82",0.119942173738705
"83",0.226713852919641
"84",0.120864704806525
"85",0.133421136197249
"86",0.143780463364904
"87",0.169017452441238
"88",0.127315040597331
"89",0.184065959571067
"90",0.123928959756911
"91",0.172162127413818
"92",0.18040644401063
"93",0.135503178743793
"94",0.158354527890421
"95",0.250741125715031
"96",0.180186878888036
"97",0.13924619781078
"98",0.10483289752259
"99",0.175925453584416
"100",0.0833413745927443
