"","x"
"1",994273
"2",16565
"3",-338206
"4",-611332
"5",904093
"6",710613
"7",25059
"8",-224842
"9",-975874
"10",657361
"11",-443794
"12",-767106
"13",620715
"14",124873
"15",993047
"16",-9456
"17",1476
"18",446148
"19",228371
"20",14430
"21",508665
"22",-820982
"23",-813874
"24",367931
"25",-515906
"26",-393309
"27",-270739
"28",-347177
"29",-449540
"30",-565630
"31",-477664
"32",795008
"33",425485
"34",901393
"35",-375323
"36",-62563
"37",854636
"38",-365124
"39",-452717
"40",-466036
"41",-964338
"42",-270208
"43",765165
"44",-891267
"45",-927425
"46",600751
"47",186086
"48",-40476
"49",746701
"50",-806639
"51",607035
"52",-942804
"53",18190
"54",660351
"55",803877
"56",-869159
"57",-248
"58",101462
"59",-403067
"60",-59486
"61",101454
"62",223051
"63",-580813
"64",936653
"65",186369
"66",-24853
"67",288003
"68",817729
"69",565990
"70",441645
"71",381734
"72",530788
"73",-563998
"74",-572582
"75",559130
"76",-238062
"77",520979
"78",-178804
"79",-656946
"80",615645
"81",218286
"82",293376
"83",-79042
"84",516668
"85",945953
"86",862648
"87",417038
"88",-313883
"89",967390
"90",-366613
"91",-320263
"92",919506
"93",-493501
"94",51427
"95",-347205
"96",461561
"97",-791400
"98",-623071
"99",-913858
"100",412624
