"","x"
"1",0.359095103632819
"2",0.330642065311001
"3",0.266254395620992
"4",0.253688035271696
"5",0.346914429904091
"6",0.320816561129883
"7",0.325957129134075
"8",0.341481570668748
"9",0.2689142112888
"10",0.293390851478746
"11",0.384916197050921
"12",0.244758239984993
"13",0.335945233177558
"14",0.3403357423807
"15",0.324120720464034
"16",0.370830633338201
"17",0.301855372779123
"18",0.318245837734237
"19",0.347196518400816
"20",0.226719151788257
"21",0.361092915273906
"22",0.292775358671821
"23",0.271203289001473
"24",0.307215070272607
"25",0.238131171481619
"26",0.316297989772172
"27",0.32949232327263
"28",0.321849332811544
"29",0.365065794965115
"30",0.405017052137277
"31",0.297187420531802
"32",0.370932746209106
"33",0.301510859223852
"34",0.263573900973149
"35",0.338853247627747
"36",0.330010131077542
"37",0.343447939108764
"38",0.300635061846723
"39",0.31491945837915
"40",0.238689616476031
"41",0.315200906832282
"42",0.317681157141926
"43",0.353723326048117
"44",0.338051349839563
"45",0.287548925068705
"46",0.305793659147843
"47",0.358422048252061
"48",0.368943298910185
"49",0.34709132921427
"50",0.364841545902555
"51",0.355166995267711
"52",0.327415845964953
"53",0.400905044124968
"54",0.350938451009403
"55",0.285614411227784
"56",0.389736693918543
"57",0.357917418195933
"58",0.222119607689154
"59",0.359992673974338
"60",0.325805457915536
"61",0.342440473791416
"62",0.326808679297349
"63",0.353242350019453
"64",0.327906781335071
"65",0.183461650469182
"66",0.362973798707711
"67",0.349717215156652
"68",0.338106189795189
"69",0.246931460763946
"70",0.347619387578436
"71",0.356592218932477
"72",0.329369401373436
"73",0.355602070915951
"74",0.362695823412465
"75",0.401746880033162
"76",0.34209140603134
"77",0.316449535537225
"78",0.200900866945284
"79",0.379440868180317
"80",0.339695452415927
"81",0.370098689728927
"82",0.233526222066015
"83",0.325047328453761
"84",0.332487518813854
"85",0.31200529610575
"86",0.31907464367079
"87",0.366645725648267
"88",0.366708593651566
"89",0.144118155219102
"90",0.374400900417612
"91",0.351666728619074
"92",0.344625227194792
"93",0.374020439677331
"94",0.282265436447137
"95",0.316066569425051
"96",0.351620649089306
"97",0.27704919214854
"98",0.274976018746787
"99",0.384267144240433
"100",0.35143603886035
