"","x"
"1",-562189
"2",443594
"3",419321
"4",953711
"5",-429830
"6",-620340
"7",-404886
"8",-420456
"9",-242388
"10",202066
"11",969100
"12",706287
"13",-395523
"14",311754
"15",204111
"16",-250297
"17",558124
"18",140486
"19",-20526
"20",896362
"21",723107
"22",-981777
"23",-29992
"24",88560
"25",-486821
"26",-54602
"27",-663276
"28",51972
"29",711263
"30",202603
"31",580317
"32",-861803
"33",479908
"34",-434064
"35",218244
"36",-762864
"37",139344
"38",897872
"39",209603
"40",786579
"41",-951749
"42",694654
"43",447150
"44",-122293
"45",785419
"46",528032
"47",260948
"48",742744
"49",87615
"50",226025
"51",307867
"52",578860
"53",-498712
"54",-132477
"55",712520
"56",-650617
"57",-451895
"58",154911
"59",282425
"60",295763
"61",602471
"62",-942772
"63",-944908
"64",514434
"65",-64391
"66",-244353
"67",825141
"68",-69785
"69",-446781
"70",926944
"71",-405900
"72",690280
"73",30159
"74",555886
"75",925711
"76",-185239
"77",-273180
"78",-86343
"79",646287
"80",-552579
"81",936508
"82",-929878
"83",680766
"84",783941
"85",-677898
"86",441583
"87",29895
"88",-629213
"89",-698655
"90",-180572
"91",447878
"92",-654198
"93",790593
"94",243885
"95",-116719
"96",-62313
"97",761221
"98",-144148
"99",251247
"100",991683
