"","x"
"1",56499
"2",658946
"3",-571641
"4",-698541
"5",-900876
"6",145833
"7",125232
"8",-280048
"9",859756
"10",497212
"11",657967
"12",-874739
"13",-183305
"14",538368
"15",277633
"16",-459081
"17",-751484
"18",212430
"19",541785
"20",-593064
"21",-116086
"22",541286
"23",31754
"24",-1532
"25",318601
"26",419026
"27",-863962
"28",630462
"29",90314
"30",-98575
"31",536080
"32",443118
"33",-306648
"34",514873
"35",-985238
"36",711053
"37",-854346
"38",713386
"39",-571727
"40",612262
"41",866497
"42",315979
"43",387625
"44",-671356
"45",426079
"46",47603
"47",-205796
"48",-338198
"49",180994
"50",-733745
"51",-605888
"52",-793537
"53",18485
"54",179652
"55",604775
"56",-809527
"57",509602
"58",793530
"59",939391
"60",248827
"61",-531087
"62",-59790
"63",275910
"64",200521
"65",107840
"66",-479728
"67",161925
"68",-732135
"69",679842
"70",-259611
"71",731706
"72",-31850
"73",-541106
"74",-614522
"75",-166471
"76",-758256
"77",-692135
"78",104422
"79",-569226
"80",-694280
"81",-275157
"82",999739
"83",343339
"84",-120886
"85",375953
"86",128342
"87",-324664
"88",-738400
"89",-139877
"90",-938103
"91",108917
"92",493555
"93",-257623
"94",-313075
"95",-714138
"96",-535411
"97",446237
"98",66855
"99",735418
"100",-804363
