"","x"
"1",0.6690640147918
"2",0.68513618894519
"3",0.696240580788297
"4",0.710090736601829
"5",0.702747455470414
"6",0.701402832881256
"7",0.670956316728497
"8",0.675763055265846
"9",0.686610292714
"10",0.693561749164636
"11",0.701787826575245
"12",0.71000766863131
"13",0.686009078563515
"14",0.640157775870808
"15",0.689207422287242
"16",0.697210816448836
"17",0.663690727101406
"18",0.694905581715212
"19",0.706020468901208
"20",0.673055466336684
"21",0.679826319859442
"22",0.690869966427172
"23",0.68556246427517
"24",0.629989641367238
"25",0.687558165991442
"26",0.687642736278741
"27",0.70641870466346
"28",0.695787575971618
"29",0.679918070640762
"30",0.648009374905136
"31",0.699913278169089
"32",0.699892857929765
"33",0.700870564799225
"34",0.683264354508599
"35",0.702120292820107
"36",0.693289113426305
"37",0.631064612884167
"38",0.691628859557914
"39",0.643083889279856
"40",0.692212906776453
"41",0.71843740134396
"42",0.695401944139808
"43",0.688883027553537
"44",0.684264319058907
"45",0.680165045525521
"46",0.685112591515373
"47",0.683454545970489
"48",0.669890931466002
"49",0.632631760925667
"50",0.68426928066585
"51",0.69037827463542
"52",0.677072812132768
"53",0.702863246216492
"54",0.679862162709343
"55",0.678312366286767
"56",0.682125013218541
"57",0.699643541868071
"58",0.706687987709163
"59",0.706349477111052
"60",0.697686629896537
"61",0.634608616302882
"62",0.682695127819318
"63",0.685309445549701
"64",0.694763973975953
"65",0.660478399829589
"66",0.68971019940966
"67",0.705724218014967
"68",0.715955628373204
"69",0.710936677868218
"70",0.707873302902794
"71",0.710326682489382
"72",0.704100217918545
"73",0.729145655277933
"74",0.690553611069591
"75",0.695421984936709
"76",0.708366547133094
"77",0.704835977940486
"78",0.668207885451257
"79",0.685988520104105
"80",0.700042540147133
"81",0.646910764759722
"82",0.651094639802023
"83",0.680416542268088
"84",0.703673790605535
"85",0.708383029813191
"86",0.675243018245333
"87",0.681119252868956
"88",0.681717637648745
"89",0.684043203805923
"90",0.687024779983998
"91",0.704509076940312
"92",0.691421278727868
"93",0.689217675163134
"94",0.683680851624489
"95",0.609712680706275
"96",0.673825890384366
"97",0.681548273691603
"98",0.642535634371797
"99",0.689199975775688
"100",0.686504748019346
