"","x"
"1",-839933
"2",962290
"3",624773
"4",-676221
"5",978242
"6",-415881
"7",612399
"8",-543923
"9",104129
"10",648712
"11",-209603
"12",855352
"13",-953258
"14",-699586
"15",-247885
"16",-91348
"17",537826
"18",271300
"19",868346
"20",569489
"21",781739
"22",-800462
"23",669056
"24",105954
"25",-256618
"26",-216853
"27",-83598
"28",-511941
"29",873701
"30",-959451
"31",201054
"32",318504
"33",33857
"34",-902389
"35",-367109
"36",116902
"37",983731
"38",-477143
"39",300484
"40",89200
"41",263911
"42",939098
"43",209737
"44",976625
"45",-434310
"46",772111
"47",220290
"48",320774
"49",-598234
"50",678836
"51",357295
"52",578616
"53",-964772
"54",-335046
"55",407343
"56",141865
"57",383403
"58",623197
"59",161447
"60",-411678
"61",449938
"62",-170647
"63",-967499
"64",-984153
"65",404182
"66",85502
"67",364574
"68",122147
"69",752902
"70",-909960
"71",-905304
"72",270596
"73",378218
"74",842233
"75",429759
"76",-844280
"77",209702
"78",105250
"79",585259
"80",-679210
"81",719698
"82",192149
"83",521012
"84",986219
"85",966665
"86",455395
"87",-120385
"88",-407809
"89",-582675
"90",379379
"91",898049
"92",-365967
"93",238229
"94",888140
"95",342696
"96",-897132
"97",-629466
"98",14400
"99",-239250
"100",696509
