"","x"
"1",962693
"2",883519
"3",-254393
"4",642731
"5",-292757
"6",-665179
"7",934262
"8",607095
"9",536630
"10",-636187
"11",-261201
"12",928398
"13",293461
"14",-386429
"15",-318613
"16",116517
"17",-126677
"18",992684
"19",143533
"20",-771739
"21",859549
"22",-406485
"23",954209
"24",-960680
"25",149286
"26",-238279
"27",185371
"28",-147940
"29",48403
"30",-985879
"31",-727901
"32",-519591
"33",-148561
"34",-730816
"35",-319559
"36",245550
"37",-435393
"38",856475
"39",692543
"40",315936
"41",-380807
"42",894599
"43",-346295
"44",-698346
"45",967462
"46",-857967
"47",201291
"48",832815
"49",-248200
"50",804292
"51",-923062
"52",903879
"53",-817700
"54",-721103
"55",341376
"56",207087
"57",164125
"58",-226092
"59",220288
"60",258916
"61",-119647
"62",984595
"63",-399369
"64",-574844
"65",380338
"66",991116
"67",-456914
"68",603926
"69",-659250
"70",-691052
"71",-986478
"72",360966
"73",-247029
"74",791034
"75",-707352
"76",165895
"77",-848609
"78",790766
"79",-492081
"80",-748021
"81",870512
"82",145445
"83",259862
"84",74853
"85",-993612
"86",-672522
"87",-560094
"88",-180830
"89",-901670
"90",-61941
"91",836386
"92",-519097
"93",-626963
"94",319133
"95",-285930
"96",-157493
"97",-72470
"98",-516264
"99",144984
"100",382136
