"","x"
"1",367496
"2",450605
"3",244171
"4",275990
"5",-879319
"6",982241
"7",-165026
"8",-145552
"9",140288
"10",-262263
"11",-986411
"12",54303
"13",261235
"14",685439
"15",-553576
"16",-272266
"17",890788
"18",-874076
"19",742340
"20",-989617
"21",105169
"22",530462
"23",492019
"24",789456
"25",-3042
"26",-556660
"27",-91671
"28",599518
"29",-508596
"30",-253081
"31",-993564
"32",-498516
"33",370117
"34",860090
"35",-742466
"36",252509
"37",-865184
"38",368325
"39",844841
"40",-349200
"41",-453796
"42",-227331
"43",52862
"44",454266
"45",209640
"46",-283986
"47",-375105
"48",-477168
"49",933867
"50",933811
"51",771203
"52",-161131
"53",372057
"54",-891763
"55",17285
"56",-956383
"57",725942
"58",-817912
"59",952571
"60",912120
"61",197771
"62",-318585
"63",-394507
"64",-423767
"65",778207
"66",951150
"67",-770657
"68",-113362
"69",-84498
"70",347787
"71",-650750
"72",186653
"73",816852
"74",221769
"75",749922
"76",651119
"77",-414320
"78",-323849
"79",-871578
"80",-255918
"81",-89565
"82",79064
"83",400577
"84",-211505
"85",657549
"86",-883123
"87",-824688
"88",-281147
"89",-999538
"90",741912
"91",195731
"92",696334
"93",580922
"94",-647766
"95",-842525
"96",-819301
"97",571231
"98",-359599
"99",-306250
"100",-853854
