"","x"
"1",394345
"2",-186208
"3",-881935
"4",287085
"5",-192757
"6",400016
"7",-698074
"8",223285
"9",-520804
"10",-891684
"11",-253439
"12",206994
"13",798394
"14",-372302
"15",613661
"16",-920685
"17",-689762
"18",-74009
"19",-867129
"20",-655250
"21",423501
"22",644610
"23",-37417
"24",-806205
"25",459965
"26",341326
"27",781492
"28",-657002
"29",-83158
"30",-17580
"31",228574
"32",-633619
"33",-464018
"34",689797
"35",310186
"36",-716609
"37",910285
"38",480105
"39",369264
"40",-114067
"41",-214380
"42",-17296
"43",58037
"44",-454177
"45",-332936
"46",-51663
"47",-570991
"48",-992326
"49",539676
"50",-652510
"51",-909898
"52",780196
"53",243790
"54",426734
"55",738621
"56",-132366
"57",169992
"58",928118
"59",-401903
"60",18931
"61",-568730
"62",-204741
"63",167978
"64",-894116
"65",-217001
"66",43233
"67",-399771
"68",912474
"69",-536253
"70",887415
"71",-407829
"72",-139705
"73",610029
"74",813288
"75",736825
"76",-263273
"77",281982
"78",-537084
"79",-804831
"80",-586135
"81",-952888
"82",616618
"83",-657284
"84",-991132
"85",-329783
"86",-126018
"87",-248840
"88",-279437
"89",-173434
"90",-359185
"91",96325
"92",463920
"93",249814
"94",635412
"95",467839
"96",-792229
"97",-460878
"98",713446
"99",617528
"100",-958739
