"","x"
"1",0.643968362582267
"2",0.663059892577096
"3",0.635203072917886
"4",0.579544251398146
"5",0.609224599201743
"6",0.669041512024508
"7",0.651907338241495
"8",0.65018538330461
"9",0.6449759079904
"10",0.627204280802199
"11",0.619927520391553
"12",0.635325821381266
"13",0.644927661620326
"14",0.62604296032381
"15",0.658885533820698
"16",0.648986926886694
"17",0.655660528853979
"18",0.658639802124826
"19",0.654424694418966
"20",0.620482357194402
"21",0.645011001428908
"22",0.608993872214068
"23",0.627732797017258
"24",0.646053207342618
"25",0.647628185272537
"26",0.620461512903011
"27",0.647722194732898
"28",0.639659202177915
"29",0.616090895485817
"30",0.634430516994833
"31",0.622265085559648
"32",0.620865586276649
"33",0.61447280377032
"34",0.631848688889715
"35",0.626908227349209
"36",0.631048725637216
"37",0.629331460053182
"38",0.623076270740712
"39",0.636366824671624
"40",0.645861484446185
"41",0.578104311412836
"42",0.645802041315792
"43",0.633788522811246
"44",0.586905240077444
"45",0.632157055975804
"46",0.640859380637414
"47",0.644344777056658
"48",0.62017682248793
"49",0.653330476671262
"50",0.638875691636837
"51",0.646436447265759
"52",0.643585022850654
"53",0.643011847500454
"54",0.65287448117011
"55",0.629808607039575
"56",0.636481702325117
"57",0.63184242762927
"58",0.640453313313508
"59",0.65511119060229
"60",0.633378815607672
"61",0.592284078675651
"62",0.65012802077644
"63",0.649895073150562
"64",0.643682394256068
"65",0.637340863012756
"66",0.573625341145792
"67",0.595204684933789
"68",0.595922803765768
"69",0.608565740577123
"70",0.638547680303498
"71",0.612378891615415
"72",0.650685016584038
"73",0.634706386463702
"74",0.649280287191876
"75",0.641779862987848
"76",0.653349012056829
"77",0.65110895418524
"78",0.657235843508151
"79",0.672039786083482
"80",0.641710463262131
"81",0.664225192467303
"82",0.625820845096087
"83",0.629489506038331
"84",0.639832581023983
"85",0.646574070968892
"86",0.619475073395823
"87",0.612204597832626
"88",0.649203861467992
"89",0.641614894023849
"90",0.617552814827702
"91",0.641158921590372
"92",0.638392538661676
"93",0.656055441780638
"94",0.638966330087563
"95",0.646453641566464
"96",0.639987491699403
"97",0.638666782456618
"98",0.646910104023232
"99",0.634673039865943
"100",0.654579667470985
