"Trait ID","Trait name","Method","RS#","Chromosome","Marker position (bp)","SNP effect","'-log10(P)'","Genotype for code 1"
"18","Trait18","mrMLM","PstI.TP506588","1","80675","1.3396e-05","8e-04","C"
"18","Trait18","mrMLM","PstI.TP863331","1","161269","0.0184","0.0958","A"
"18","Trait18","mrMLM","PstI.TP424788","1","263370","-4.9037e-05","0.0031","A"
"18","Trait18","mrMLM","PstI.TP931820","1","284314","3.8076e-06","2e-04","A"
"18","Trait18","mrMLM","NsiI.TP148773","1","285352","0.04","0.1624","A"
"18","Trait18","mrMLM","PstI.TP1106845","1","416796","-0.3644","0.4323","A"
"18","Trait18","mrMLM","PstI.TP425356","1","569039","0.0306","0.1177","C"
"18","Trait18","mrMLM","PstI.TP999740","1","569491","0.1514","0.3962","A"
"18","Trait18","mrMLM","PstI.TP1152021","1","865447","4.6389e-05","0.0029","A"
"18","Trait18","mrMLM","PstI.TP716618","1","918921","0.0614","0.1488","G"
"18","Trait18","mrMLM","PstI.TP354591","1","1050082","4.8594e-05","0.003","C"
"18","Trait18","mrMLM","PstI.TP856852","1","1153760","0.2116","0.4794","G"
"18","Trait18","mrMLM","PstI.TP775725","1","1175417","3.7375e-05","0.0023","A"
"18","Trait18","mrMLM","PstI.TP929619","1","1952038","1.6026e-05","0.001","A"
"18","Trait18","mrMLM","PstI.TP417865","1","2030761","-5.1464e-05","0.0032","C"
"18","Trait18","mrMLM","PstI.TP885267","1","2084430","4.0483e-05","0.0025","A"
"18","Trait18","mrMLM","PstI.TP1294018","1","2280325","-1.2277e-05","8e-04","C"
"18","Trait18","mrMLM","PstI.TP56795","1","2315051","-1.9463e-05","0.0012","G"
"18","Trait18","mrMLM","PstI.TP966432","1","2596832","5.4778e-05","0.0034","A"
"18","Trait18","mrMLM","PstI.TP441536","1","2816855","7.6769e-05","0.0048","C"
"18","Trait18","mrMLM","PstI.TP1085601","1","2820903","7.6428e-05","0.0048","A"
"18","Trait18","mrMLM","PstI.TP525202","1","2884119","-8.4931e-05","0.0053","A"
"18","Trait18","mrMLM","PstI.TP1268585","1","2988383","-3.2748e-05","0.002","C"
"18","Trait18","mrMLM","PstI.TP59735","1","3027630","-0.279","0.3361","A"
"18","Trait18","mrMLM","PstI.TP849876","1","3050119","0.0791","0.2481","C"
"18","Trait18","mrMLM","PstI.TP209693","1","3305106","-0.3283","0.6207","A"
"18","Trait18","mrMLM","PstI.TP626124","1","3342723","-5.8552e-05","0.0037","A"
"18","Trait18","mrMLM","PstI.TP1059573","1","3357749","-0.0492","0.1695","A"
"18","Trait18","mrMLM","NsiI.TP504485","1","3381640","-4.887e-05","0.0031","A"
"18","Trait18","mrMLM","PstI.TP1244443","1","3397749","-0.0185","0.1068","C"
"18","Trait18","mrMLM","PstI.TP1199997","1","3471828","4.6852e-05","0.0029","C"
"18","Trait18","mrMLM","PstI.TP757375","1","3471897","-6.24e-05","0.0039","A"
"18","Trait18","mrMLM","PstI.TP726521","1","3535515","6.8538e-05","0.0043","C"
"18","Trait18","mrMLM","PstI.TP374511","1","3576636","0.1783","0.4739","A"
"18","Trait18","mrMLM","PstI.TP1267977","1","3576713","-1.6839e-05","0.001","A"
"18","Trait18","mrMLM","PstI.TP1155202","1","3620639","-3.4654e-05","0.0022","A"
"18","Trait18","mrMLM","PstI.TP961085","1","3705536","0.1369","0.533","A"
"18","Trait18","mrMLM","PstI.TP21889","1","3705780","6.869e-05","0.0043","A"
"18","Trait18","mrMLM","PstI.TP1053336","1","3955998","1e-04","0.0064","A"
"18","Trait18","mrMLM","PstI.TP891020","1","4033768","0.1125","0.2801","G"
"18","Trait18","mrMLM","PstI.TP1007615","1","4064445","2.6606e-06","2e-04","A"
"18","Trait18","mrMLM","PstI.TP629254","1","4276045","-0.5787","0.8527","A"
"18","Trait18","mrMLM","PstI.TP140451","1","4460094","0.0326","0.1455","G"
"18","Trait18","mrMLM","PstI.TP403850","1","4535788","-5.1885e-05","0.0032","A"
"18","Trait18","mrMLM","NsiI.TP468762","1","4620729","7.991e-06","5e-04","A"
"18","Trait18","mrMLM","PstI.TP307588","1","4762662","-0.3632","0.9116","A"
"18","Trait18","mrMLM","PstI.TP920636","1","4777048","-0.0744","0.219","A"
"18","Trait18","mrMLM","PstI.TP947391","1","4891496","2.233e-05","0.0014","C"
"18","Trait18","mrMLM","PstI.TP683907","1","4900973","-0.0607","0.2218","A"
"18","Trait18","mrMLM","PstI.TP402429","1","4990016","-8.5414e-05","0.0054","C"
"18","Trait18","mrMLM","PstI.TP1126882","1","5115206","-0.35","0.5702","A"
"18","Trait18","mrMLM","PstI.TP684655","1","5379329","8.797e-05","0.0055","A"
"18","Trait18","mrMLM","NsiI.TP367540","1","5460609","2.9418e-05","0.0018","C"
"18","Trait18","mrMLM","PstI.TP9547","1","5534818","-4.8213e-05","0.003","C"
"18","Trait18","mrMLM","PstI.TP476949","1","5536792","-1.5747e-05","0.001","A"
"18","Trait18","mrMLM","PstI.TP291849","1","5571398","-7.7359e-05","0.0048","G"
"18","Trait18","mrMLM","PstI.TP677745","1","5751851","3.2235e-06","2e-04","C"
"18","Trait18","mrMLM","PstI.TP739422","1","5776555","3.6531e-05","0.0023","C"
"18","Trait18","mrMLM","PstI.TP705967","1","5858828","8.6997e-05","0.0055","C"
"18","Trait18","mrMLM","PstI.TP1252197","1","5912854","9.3629e-05","0.0059","C"
"18","Trait18","mrMLM","PstI.TP116123","1","5967108","0.0595","0.1712","A"
"18","Trait18","mrMLM","PstI.TP804275","1","5979740","1.8203e-05","0.0011","A"
"18","Trait18","mrMLM","PstI.TP523933","1","6018181","-0.1348","0.5094","C"
"18","Trait18","mrMLM","PstI.TP722242","1","6187691","0.4687","0.6337","A"
"18","Trait18","mrMLM","NsiI.TP488601","1","6409370","0.0623","0.2761","C"
"18","Trait18","mrMLM","PstI.TP1015835","1","6514843","3.0125e-05","0.0019","A"
"18","Trait18","mrMLM","PstI.TP547229","1","6574881","-4.5983e-05","0.0029","C"
"18","Trait18","mrMLM","PstI.TP1129801","1","6608649","0.0113","0.0908","C"
"18","Trait18","mrMLM","PstI.TP272307","1","6679965","3.5326e-05","0.0022","A"
"18","Trait18","mrMLM","PstI.TP841428","1","6731433","-3.6617e-05","0.0023","A"
"18","Trait18","mrMLM","PstI.TP1136661","1","6752030","-3.1012e-05","0.0019","G"
"18","Trait18","mrMLM","PstI.TP444825","1","6930877","-0.2642","0.3977","C"
"18","Trait18","mrMLM","PstI.TP572285","1","6947477","-1.6101e-05","0.001","G"
"18","Trait18","mrMLM","NsiI.TP800074","1","6979429","0.1435","0.2768","C"
"18","Trait18","mrMLM","PstI.TP806450","1","7007771","6.2779e-05","0.0039","C"
"18","Trait18","mrMLM","PstI.TP443586","1","7215893","2.6081e-05","0.0016","A"
"18","Trait18","mrMLM","PstI.TP488378","1","7260223","1.137","1.9509","C"
"18","Trait18","mrMLM","NsiI.TP375218","1","7321465","7.8003e-05","0.0049","A"
"18","Trait18","mrMLM","PstI.TP451905","1","7339832","3.3265e-05","0.0021","A"
"18","Trait18","mrMLM","PstI.TP712786","1","7449325","-4.9206e-05","0.0031","C"
"18","Trait18","mrMLM","PstI.TP1137764","1","7486769","5.4832e-05","0.0034","A"
"18","Trait18","mrMLM","PstI.TP1173447","1","7571007","-0.1287","0.2988","C"
"18","Trait18","mrMLM","PstI.TP614866","1","7824409","0.6137","0.9227","A"
"18","Trait18","mrMLM","PstI.TP973605","1","7933170","0.1337","0.3785","G"
"18","Trait18","mrMLM","PstI.TP972953","1","7984963","2e-04","0.0102","C"
"18","Trait18","mrMLM","PstI.TP36329","1","8029204","-0.2552","0.4053","A"
"18","Trait18","mrMLM","PstI.TP308053","1","8330660","-0.293","0.6781","A"
"18","Trait18","mrMLM","PstI.TP424566","1","8533790","6.5242e-05","0.0041","C"
"18","Trait18","mrMLM","PstI.TP983141","1","8569458","-1.0935e-05","7e-04","C"
"18","Trait18","mrMLM","PstI.TP302093","1","8923298","2.3043e-05","0.0014","C"
"18","Trait18","mrMLM","PstI.TP461927","1","9014162","1.4587e-05","9e-04","A"
"18","Trait18","mrMLM","PstI.TP443245","1","9039678","-0.3812","0.7218","C"
"18","Trait18","mrMLM","PstI.TP542649","1","9116308","-6.2567e-05","0.0039","C"
"18","Trait18","mrMLM","PstI.TP550784","1","9140137","-5.6825e-05","0.0036","A"
"18","Trait18","mrMLM","PstI.TP581769","1","9144035","0.3774","0.6342","A"
"18","Trait18","mrMLM","PstI.TP745827","1","9270379","-2.5959e-05","0.0016","A"
"18","Trait18","mrMLM","PstI.TP974726","1","9504539","3.793e-05","0.0024","G"
"18","Trait18","mrMLM","PstI.TP701371","1","9558859","2.3781e-06","1e-04","C"
"18","Trait18","mrMLM","PstI.TP390724","1","9756005","-1.812e-05","0.0011","G"
"18","Trait18","mrMLM","PstI.TP258967","1","9761381","0.2182","0.3214","C"
"18","Trait18","mrMLM","PstI.TP377612","1","9851429","1e-04","0.0065","A"
"18","Trait18","mrMLM","PstI.TP377610","1","9851445","-4.3171e-05","0.0027","C"
"18","Trait18","mrMLM","PstI.TP1001875","1","9929490","1.9284e-05","0.0012","C"
"18","Trait18","mrMLM","PstI.TP120265","1","9929566","0.1398","0.3678","A"
"18","Trait18","mrMLM","PstI.TP145867","1","9990979","-7.6863e-06","5e-04","C"
"18","Trait18","mrMLM","PstI.TP498398","1","10010021","-6.7852e-05","0.0042","A"
"18","Trait18","mrMLM","PstI.TP1106149","1","10181736","-0.0887","0.2993","C"
"18","Trait18","mrMLM","PstI.TP593918","1","10465079","5.2774e-05","0.0033","A"
"18","Trait18","mrMLM","NsiI.TP360999","1","10465743","-6.633e-05","0.0042","C"
"18","Trait18","mrMLM","PstI.TP323026","1","10477035","-2.487e-05","0.0016","A"
"18","Trait18","mrMLM","PstI.TP91211","1","10530796","-1.2891e-05","8e-04","G"
"18","Trait18","mrMLM","PstI.TP488889","1","10576905","-9.7398e-05","0.0061","G"
"18","Trait18","mrMLM","PstI.TP948493","1","10639570","-5.8469e-05","0.0037","A"
"18","Trait18","mrMLM","PstI.TP667320","1","10965394","0.0774","0.1646","C"
"18","Trait18","mrMLM","PstI.TP869093","1","11187262","-7.2319e-05","0.0045","C"
"18","Trait18","mrMLM","PstI.TP835148","1","11456164","8.8004e-05","0.0055","A"
"18","Trait18","mrMLM","PstI.TP319571","1","11815150","-1.2205e-05","8e-04","A"
"18","Trait18","mrMLM","PstI.TP1288084","1","11935767","-1e-04","0.0069","A"
"18","Trait18","mrMLM","PstI.TP939213","1","11990855","-2.0597e-05","0.0013","A"
"18","Trait18","mrMLM","PstI.TP301133","1","12137712","0.0657","0.1333","G"
"18","Trait18","mrMLM","NsiI.TP690036","1","12138480","1.2207e-05","8e-04","C"
"18","Trait18","mrMLM","PstI.TP308387","1","12249163","7.0755e-05","0.0044","A"
"18","Trait18","mrMLM","PstI.TP401102","1","12714512","-0.1533","0.2923","C"
"18","Trait18","mrMLM","PstI.TP770895","1","13263569","0.4301","1.0632","A"
"18","Trait18","mrMLM","PstI.TP726878","1","13263594","-9.4037e-05","0.0059","A"
"18","Trait18","mrMLM","NsiI.TP146220","1","13426299","2.8223e-05","0.0018","A"
"18","Trait18","mrMLM","PstI.TP775845","1","13537099","-6.175e-05","0.0039","C"
"18","Trait18","mrMLM","PstI.TP473065","1","14979768","-1e-04","0.007","C"
"18","Trait18","mrMLM","PstI.TP994295","1","15000089","1.001e-05","6e-04","C"
"18","Trait18","mrMLM","NsiI.TP453296","1","15160906","-2.005e-07","1.2486e-05","G"
"18","Trait18","mrMLM","PstI.TP745600","1","15174350","0.8172","0.989","A"
"18","Trait18","mrMLM","PstI.TP37494","1","15597809","-3.0748e-05","0.0019","C"
"18","Trait18","mrMLM","PstI.TP364469","1","15807512","0.2401","0.6204","A"
"18","Trait18","mrMLM","PstI.TP548596","1","16432580","0.7492","1.3682","A"
"18","Trait18","mrMLM","PstI.TP1150194","1","16733554","0.1556","0.2973","A"
"18","Trait18","mrMLM","PstI.TP875497","1","17132096","-1.3873e-05","9e-04","G"
"18","Trait18","mrMLM","PstI.TP270063","1","17132801","-1.5739e-06","9.802e-05","A"
"18","Trait18","mrMLM","PstI.TP97518","1","17476051","-2.9991e-06","2e-04","C"
"18","Trait18","mrMLM","PstI.TP311967","1","17610629","-2.6212e-05","0.0016","C"
"18","Trait18","mrMLM","PstI.TP907404","1","18035898","-0.0744","0.1633","A"
"18","Trait18","mrMLM","PstI.TP510832","1","18167351","-3.3688e-05","0.0021","A"
"18","Trait18","mrMLM","NsiI.TP20060","1","18191763","0.1101","0.3117","A"
"18","Trait18","mrMLM","PstI.TP1183011","1","18308062","0.3515","0.4028","G"
"18","Trait18","mrMLM","PstI.TP460935","1","18308167","-1.9499e-05","0.0012","A"
"18","Trait18","mrMLM","PstI.TP533117","1","18662889","2.1735e-06","1e-04","G"
"18","Trait18","mrMLM","PstI.TP166501","1","18793961","-0.0824","0.2815","A"
"18","Trait18","mrMLM","PstI.TP298371","1","19099334","-1e-04","0.0072","A"
"18","Trait18","mrMLM","PstI.TP458499","1","19100550","-3.6686e-05","0.0023","A"
"18","Trait18","mrMLM","PstI.TP402677","1","19244412","1.0777e-06","6.711e-05","A"
"18","Trait18","mrMLM","PstI.TP579186","1","19637965","-3.9622e-05","0.0025","C"
"18","Trait18","mrMLM","PstI.TP574132","1","19943823","0.0699","0.1952","A"
"18","Trait18","mrMLM","PstI.TP890955","1","20013544","-9.9529e-06","6e-04","A"
"18","Trait18","mrMLM","PstI.TP890977","1","20013575","-1e-04","0.0086","C"
"18","Trait18","mrMLM","NsiI.TP352570","1","20251715","-0.7155","0.841","C"
"18","Trait18","mrMLM","NsiI.TP440927","1","20252244","7.7089e-05","0.0048","A"
"18","Trait18","mrMLM","PstI.TP1239144","1","20685889","-1e-04","0.007","C"
"18","Trait18","mrMLM","PstI.TP851166","1","21305923","0.0076","0.048","C"
"18","Trait18","mrMLM","PstI.TP198890","1","21626192","-3.6079e-05","0.0023","A"
"18","Trait18","mrMLM","PstI.TP1074331","1","21885836","-6.8382e-05","0.0043","A"
"18","Trait18","mrMLM","PstI.TP761935","1","22258955","0.4788","0.9847","A"
"18","Trait18","mrMLM","NsiI.TP304101","1","22335385","-5.6036e-05","0.0035","C"
"18","Trait18","mrMLM","PstI.TP1133775","1","23057893","-4.0534e-05","0.0025","C"
"18","Trait18","mrMLM","PstI.TP328085","1","23102616","1.4653","2.1377","C"
"18","Trait18","mrMLM","PstI.TP1020277","1","23246220","0.7139","1.044","C"
"18","Trait18","mrMLM","PstI.TP1256502","1","23777666","-4.285e-05","0.0027","A"
"18","Trait18","mrMLM","PstI.TP884909","1","23972025","5.6038e-05","0.0035","C"
"18","Trait18","mrMLM","PstI.TP98839","1","25165051","9.5394e-06","6e-04","C"
"18","Trait18","mrMLM","PstI.TP543090","1","25480362","-4.7304e-05","0.003","A"
"18","Trait18","mrMLM","PstI.TP757921","1","26848011","0.1834","0.7146","A"
"18","Trait18","mrMLM","PstI.TP288641","1","27158173","5.5043e-05","0.0034","A"
"18","Trait18","mrMLM","PstI.TP309238","1","27158767","-0.2402","0.2593","G"
"18","Trait18","mrMLM","PstI.TP176880","1","28241729","0.1664","0.4144","A"
"18","Trait18","mrMLM","PstI.TP896979","1","28970255","-4.1132e-06","3e-04","G"
"18","Trait18","mrMLM","PstI.TP150197","1","30650620","5.7827e-05","0.0036","G"
"18","Trait18","mrMLM","PstI.TP31070","1","30825121","-0.1636","0.2989","C"
