"Trait ID","Trait name","Method","RS#","Chromosome","Marker position (bp)","SNP effect","'-log10(P)'","Genotype for code 1"
"15","Trait15","mrMLM","PstI.TP506588","1","80675","1.5921e-05","8e-04","C"
"15","Trait15","mrMLM","PstI.TP863331","1","161269","0.0219","0.0958","A"
"15","Trait15","mrMLM","PstI.TP424788","1","263370","-5.828e-05","0.0031","A"
"15","Trait15","mrMLM","PstI.TP931820","1","284314","4.5254e-06","2e-04","A"
"15","Trait15","mrMLM","NsiI.TP148773","1","285352","0.0476","0.1624","A"
"15","Trait15","mrMLM","PstI.TP1106845","1","416796","-0.4331","0.4323","A"
"15","Trait15","mrMLM","PstI.TP425356","1","569039","0.0363","0.1177","C"
"15","Trait15","mrMLM","PstI.TP999740","1","569491","0.18","0.3962","A"
"15","Trait15","mrMLM","PstI.TP1152021","1","865447","5.5133e-05","0.0029","A"
"15","Trait15","mrMLM","PstI.TP716618","1","918921","0.073","0.1488","G"
"15","Trait15","mrMLM","PstI.TP354591","1","1050082","5.7753e-05","0.003","C"
"15","Trait15","mrMLM","PstI.TP856852","1","1153760","0.2515","0.4794","G"
"15","Trait15","mrMLM","PstI.TP775725","1","1175417","4.442e-05","0.0023","A"
"15","Trait15","mrMLM","PstI.TP929619","1","1952038","1.9047e-05","0.001","A"
"15","Trait15","mrMLM","PstI.TP417865","1","2030761","-6.1165e-05","0.0032","C"
"15","Trait15","mrMLM","PstI.TP885267","1","2084430","4.8114e-05","0.0025","A"
"15","Trait15","mrMLM","PstI.TP1294018","1","2280325","-1.4592e-05","8e-04","C"
"15","Trait15","mrMLM","PstI.TP56795","1","2315051","-2.3132e-05","0.0012","G"
"15","Trait15","mrMLM","PstI.TP966432","1","2596832","6.5103e-05","0.0034","A"
"15","Trait15","mrMLM","PstI.TP441536","1","2816855","9.124e-05","0.0048","C"
"15","Trait15","mrMLM","PstI.TP1085601","1","2820903","9.0835e-05","0.0048","A"
"15","Trait15","mrMLM","PstI.TP525202","1","2884119","-1e-04","0.0053","A"
"15","Trait15","mrMLM","PstI.TP1268585","1","2988383","-3.8921e-05","0.002","C"
"15","Trait15","mrMLM","PstI.TP59735","1","3027630","-0.3316","0.3361","A"
"15","Trait15","mrMLM","PstI.TP849876","1","3050119","0.094","0.2481","C"
"15","Trait15","mrMLM","PstI.TP209693","1","3305106","-0.3902","0.6207","A"
"15","Trait15","mrMLM","PstI.TP626124","1","3342723","-6.9589e-05","0.0037","A"
"15","Trait15","mrMLM","PstI.TP1059573","1","3357749","-0.0585","0.1695","A"
"15","Trait15","mrMLM","NsiI.TP504485","1","3381640","-5.8082e-05","0.0031","A"
"15","Trait15","mrMLM","PstI.TP1244443","1","3397749","-0.0219","0.1068","C"
"15","Trait15","mrMLM","PstI.TP1199997","1","3471828","5.5684e-05","0.0029","C"
"15","Trait15","mrMLM","PstI.TP757375","1","3471897","-7.4162e-05","0.0039","A"
"15","Trait15","mrMLM","PstI.TP726521","1","3535515","8.1458e-05","0.0043","C"
"15","Trait15","mrMLM","PstI.TP374511","1","3576636","0.2119","0.4739","A"
"15","Trait15","mrMLM","PstI.TP1267977","1","3576713","-2.0013e-05","0.001","A"
"15","Trait15","mrMLM","PstI.TP1155202","1","3620639","-4.1187e-05","0.0022","A"
"15","Trait15","mrMLM","PstI.TP961085","1","3705536","0.1627","0.533","A"
"15","Trait15","mrMLM","PstI.TP21889","1","3705780","8.1639e-05","0.0043","A"
"15","Trait15","mrMLM","PstI.TP1053336","1","3955998","1e-04","0.0064","A"
"15","Trait15","mrMLM","PstI.TP891020","1","4033768","0.1337","0.2801","G"
"15","Trait15","mrMLM","PstI.TP1007615","1","4064445","3.1621e-06","2e-04","A"
"15","Trait15","mrMLM","PstI.TP629254","1","4276045","-0.6877","0.8527","A"
"15","Trait15","mrMLM","PstI.TP140451","1","4460094","0.0387","0.1455","G"
"15","Trait15","mrMLM","PstI.TP403850","1","4535788","-6.1666e-05","0.0032","A"
"15","Trait15","mrMLM","NsiI.TP468762","1","4620729","9.4974e-06","5e-04","A"
"15","Trait15","mrMLM","PstI.TP307588","1","4762662","-0.4316","0.9116","A"
"15","Trait15","mrMLM","PstI.TP920636","1","4777048","-0.0884","0.219","A"
"15","Trait15","mrMLM","PstI.TP947391","1","4891496","2.6539e-05","0.0014","C"
"15","Trait15","mrMLM","PstI.TP683907","1","4900973","-0.0722","0.2218","A"
"15","Trait15","mrMLM","PstI.TP402429","1","4990016","-1e-04","0.0054","C"
"15","Trait15","mrMLM","PstI.TP1126882","1","5115206","-0.416","0.5702","A"
"15","Trait15","mrMLM","PstI.TP684655","1","5379329","1e-04","0.0055","A"
"15","Trait15","mrMLM","NsiI.TP367540","1","5460609","3.4964e-05","0.0018","C"
"15","Trait15","mrMLM","PstI.TP9547","1","5534818","-5.7301e-05","0.003","C"
"15","Trait15","mrMLM","PstI.TP476949","1","5536792","-1.8716e-05","0.001","A"
"15","Trait15","mrMLM","PstI.TP291849","1","5571398","-9.1941e-05","0.0048","G"
"15","Trait15","mrMLM","PstI.TP677745","1","5751851","3.8311e-06","2e-04","C"
"15","Trait15","mrMLM","PstI.TP739422","1","5776555","4.3417e-05","0.0023","C"
"15","Trait15","mrMLM","PstI.TP705967","1","5858828","1e-04","0.0055","C"
"15","Trait15","mrMLM","PstI.TP1252197","1","5912854","1e-04","0.0059","C"
"15","Trait15","mrMLM","PstI.TP116123","1","5967108","0.0707","0.1712","A"
"15","Trait15","mrMLM","PstI.TP804275","1","5979740","2.1634e-05","0.0011","A"
"15","Trait15","mrMLM","PstI.TP523933","1","6018181","-0.1602","0.5094","C"
"15","Trait15","mrMLM","PstI.TP722242","1","6187691","0.5571","0.6337","A"
"15","Trait15","mrMLM","NsiI.TP488601","1","6409370","0.0741","0.2761","C"
"15","Trait15","mrMLM","PstI.TP1015835","1","6514843","3.5804e-05","0.0019","A"
"15","Trait15","mrMLM","PstI.TP547229","1","6574881","-5.4651e-05","0.0029","C"
"15","Trait15","mrMLM","PstI.TP1129801","1","6608649","0.0134","0.0908","C"
"15","Trait15","mrMLM","PstI.TP272307","1","6679965","4.1985e-05","0.0022","A"
"15","Trait15","mrMLM","PstI.TP841428","1","6731433","-4.3519e-05","0.0023","A"
"15","Trait15","mrMLM","PstI.TP1136661","1","6752030","-3.6857e-05","0.0019","G"
"15","Trait15","mrMLM","PstI.TP444825","1","6930877","-0.314","0.3977","C"
"15","Trait15","mrMLM","PstI.TP572285","1","6947477","-1.9136e-05","0.001","G"
"15","Trait15","mrMLM","NsiI.TP800074","1","6979429","0.1706","0.2768","C"
"15","Trait15","mrMLM","PstI.TP806450","1","7007771","7.4613e-05","0.0039","C"
"15","Trait15","mrMLM","PstI.TP443586","1","7215893","3.0998e-05","0.0016","A"
"15","Trait15","mrMLM","PstI.TP488378","1","7260223","1.3513","1.9509","C"
"15","Trait15","mrMLM","NsiI.TP375218","1","7321465","9.2707e-05","0.0049","A"
"15","Trait15","mrMLM","PstI.TP451905","1","7339832","3.9535e-05","0.0021","A"
"15","Trait15","mrMLM","PstI.TP712786","1","7449325","-5.8481e-05","0.0031","C"
"15","Trait15","mrMLM","PstI.TP1137764","1","7486769","6.5168e-05","0.0034","A"
"15","Trait15","mrMLM","PstI.TP1173447","1","7571007","-0.153","0.2988","C"
"15","Trait15","mrMLM","PstI.TP614866","1","7824409","0.7294","0.9227","A"
"15","Trait15","mrMLM","PstI.TP973605","1","7933170","0.1589","0.3785","G"
"15","Trait15","mrMLM","PstI.TP972953","1","7984963","2e-04","0.0102","C"
"15","Trait15","mrMLM","PstI.TP36329","1","8029204","-0.3033","0.4053","A"
"15","Trait15","mrMLM","PstI.TP308053","1","8330660","-0.3482","0.6781","A"
"15","Trait15","mrMLM","PstI.TP424566","1","8533790","7.754e-05","0.0041","C"
"15","Trait15","mrMLM","PstI.TP983141","1","8569458","-1.2996e-05","7e-04","C"
"15","Trait15","mrMLM","PstI.TP302093","1","8923298","2.7387e-05","0.0014","C"
"15","Trait15","mrMLM","PstI.TP461927","1","9014162","1.7337e-05","9e-04","A"
"15","Trait15","mrMLM","PstI.TP443245","1","9039678","-0.453","0.7218","C"
"15","Trait15","mrMLM","PstI.TP542649","1","9116308","-7.4361e-05","0.0039","C"
"15","Trait15","mrMLM","PstI.TP550784","1","9140137","-6.7536e-05","0.0036","A"
"15","Trait15","mrMLM","PstI.TP581769","1","9144035","0.4485","0.6342","A"
"15","Trait15","mrMLM","PstI.TP745827","1","9270379","-3.0852e-05","0.0016","A"
"15","Trait15","mrMLM","PstI.TP974726","1","9504539","4.508e-05","0.0024","G"
"15","Trait15","mrMLM","PstI.TP701371","1","9558859","2.8264e-06","1e-04","C"
"15","Trait15","mrMLM","PstI.TP390724","1","9756005","-2.1535e-05","0.0011","G"
"15","Trait15","mrMLM","PstI.TP258967","1","9761381","0.2593","0.3214","C"
"15","Trait15","mrMLM","PstI.TP377612","1","9851429","1e-04","0.0065","A"
"15","Trait15","mrMLM","PstI.TP377610","1","9851445","-5.1308e-05","0.0027","C"
"15","Trait15","mrMLM","PstI.TP1001875","1","9929490","2.2919e-05","0.0012","C"
"15","Trait15","mrMLM","PstI.TP120265","1","9929566","0.1662","0.3678","A"
"15","Trait15","mrMLM","PstI.TP145867","1","9990979","-9.1352e-06","5e-04","C"
"15","Trait15","mrMLM","PstI.TP498398","1","10010021","-8.0643e-05","0.0042","A"
"15","Trait15","mrMLM","PstI.TP1106149","1","10181736","-0.1055","0.2993","C"
"15","Trait15","mrMLM","PstI.TP593918","1","10465079","6.2722e-05","0.0033","A"
"15","Trait15","mrMLM","NsiI.TP360999","1","10465743","-7.8833e-05","0.0042","C"
"15","Trait15","mrMLM","PstI.TP323026","1","10477035","-2.9558e-05","0.0016","A"
"15","Trait15","mrMLM","PstI.TP91211","1","10530796","-1.5321e-05","8e-04","G"
"15","Trait15","mrMLM","PstI.TP488889","1","10576905","-1e-04","0.0061","G"
"15","Trait15","mrMLM","PstI.TP948493","1","10639570","-6.949e-05","0.0037","A"
"15","Trait15","mrMLM","PstI.TP667320","1","10965394","0.092","0.1646","C"
"15","Trait15","mrMLM","PstI.TP869093","1","11187262","-8.5951e-05","0.0045","C"
"15","Trait15","mrMLM","PstI.TP835148","1","11456164","1e-04","0.0055","A"
"15","Trait15","mrMLM","PstI.TP319571","1","11815150","-1.4506e-05","8e-04","A"
"15","Trait15","mrMLM","PstI.TP1288084","1","11935767","-1e-04","0.0069","A"
"15","Trait15","mrMLM","PstI.TP939213","1","11990855","-2.4479e-05","0.0013","A"
"15","Trait15","mrMLM","PstI.TP301133","1","12137712","0.0781","0.1333","G"
"15","Trait15","mrMLM","NsiI.TP690036","1","12138480","1.4508e-05","8e-04","C"
"15","Trait15","mrMLM","PstI.TP308387","1","12249163","8.4093e-05","0.0044","A"
"15","Trait15","mrMLM","PstI.TP401102","1","12714512","-0.1822","0.2923","C"
"15","Trait15","mrMLM","PstI.TP770895","1","13263569","0.5111","1.0632","A"
"15","Trait15","mrMLM","PstI.TP726878","1","13263594","-1e-04","0.0059","A"
"15","Trait15","mrMLM","NsiI.TP146220","1","13426299","3.3543e-05","0.0018","A"
"15","Trait15","mrMLM","PstI.TP775845","1","13537099","-7.3389e-05","0.0039","C"
"15","Trait15","mrMLM","PstI.TP473065","1","14979768","-1e-04","0.007","C"
"15","Trait15","mrMLM","PstI.TP994295","1","15000089","1.1897e-05","6e-04","C"
"15","Trait15","mrMLM","NsiI.TP453296","1","15160906","-2.3829e-07","1.2486e-05","G"
"15","Trait15","mrMLM","PstI.TP745600","1","15174350","0.9713","0.989","A"
"15","Trait15","mrMLM","PstI.TP37494","1","15597809","-3.6544e-05","0.0019","C"
"15","Trait15","mrMLM","PstI.TP364469","1","15807512","0.2854","0.6204","A"
"15","Trait15","mrMLM","PstI.TP548596","1","16432580","0.8905","1.3682","A"
"15","Trait15","mrMLM","PstI.TP1150194","1","16733554","0.185","0.2973","A"
"15","Trait15","mrMLM","PstI.TP875497","1","17132096","-1.6488e-05","9e-04","G"
"15","Trait15","mrMLM","PstI.TP270063","1","17132801","-1.8706e-06","9.802e-05","A"
"15","Trait15","mrMLM","PstI.TP97518","1","17476051","-3.5644e-06","2e-04","C"
"15","Trait15","mrMLM","PstI.TP311967","1","17610629","-3.1153e-05","0.0016","C"
"15","Trait15","mrMLM","PstI.TP907404","1","18035898","-0.0884","0.1633","A"
"15","Trait15","mrMLM","PstI.TP510832","1","18167351","-4.0038e-05","0.0021","A"
"15","Trait15","mrMLM","NsiI.TP20060","1","18191763","0.1308","0.3117","A"
"15","Trait15","mrMLM","PstI.TP1183011","1","18308062","0.4178","0.4028","G"
"15","Trait15","mrMLM","PstI.TP460935","1","18308167","-2.3175e-05","0.0012","A"
"15","Trait15","mrMLM","PstI.TP533117","1","18662889","2.5833e-06","1e-04","G"
"15","Trait15","mrMLM","PstI.TP166501","1","18793961","-0.0979","0.2815","A"
"15","Trait15","mrMLM","PstI.TP298371","1","19099334","-1e-04","0.0072","A"
"15","Trait15","mrMLM","PstI.TP458499","1","19100550","-4.3601e-05","0.0023","A"
"15","Trait15","mrMLM","PstI.TP402677","1","19244412","1.2808e-06","6.711e-05","A"
"15","Trait15","mrMLM","PstI.TP579186","1","19637965","-4.7091e-05","0.0025","C"
"15","Trait15","mrMLM","PstI.TP574132","1","19943823","0.083","0.1952","A"
"15","Trait15","mrMLM","PstI.TP890955","1","20013544","-1.1829e-05","6e-04","A"
"15","Trait15","mrMLM","PstI.TP890977","1","20013575","-2e-04","0.0086","C"
"15","Trait15","mrMLM","NsiI.TP352570","1","20251715","-0.8504","0.841","C"
"15","Trait15","mrMLM","NsiI.TP440927","1","20252244","9.1621e-05","0.0048","A"
"15","Trait15","mrMLM","PstI.TP1239144","1","20685889","-1e-04","0.007","C"
"15","Trait15","mrMLM","PstI.TP851166","1","21305923","0.009","0.048","C"
"15","Trait15","mrMLM","PstI.TP198890","1","21626192","-4.288e-05","0.0023","A"
"15","Trait15","mrMLM","PstI.TP1074331","1","21885836","-8.1272e-05","0.0043","A"
"15","Trait15","mrMLM","PstI.TP761935","1","22258955","0.569","0.9847","A"
"15","Trait15","mrMLM","NsiI.TP304101","1","22335385","-6.6599e-05","0.0035","C"
"15","Trait15","mrMLM","PstI.TP1133775","1","23057893","-4.8175e-05","0.0025","C"
"15","Trait15","mrMLM","PstI.TP328085","1","23102616","1.7415","2.1377","C"
"15","Trait15","mrMLM","PstI.TP1020277","1","23246220","0.8485","1.044","C"
"15","Trait15","mrMLM","PstI.TP1256502","1","23777666","-5.0927e-05","0.0027","A"
"15","Trait15","mrMLM","PstI.TP884909","1","23972025","6.6601e-05","0.0035","C"
"15","Trait15","mrMLM","PstI.TP98839","1","25165051","1.1338e-05","6e-04","C"
"15","Trait15","mrMLM","PstI.TP543090","1","25480362","-5.622e-05","0.003","A"
"15","Trait15","mrMLM","PstI.TP757921","1","26848011","0.2179","0.7146","A"
"15","Trait15","mrMLM","PstI.TP288641","1","27158173","6.5418e-05","0.0034","A"
"15","Trait15","mrMLM","PstI.TP309238","1","27158767","-0.2855","0.2593","G"
"15","Trait15","mrMLM","PstI.TP176880","1","28241729","0.1978","0.4144","A"
