"","x"
"1",-40975
"2",-544562
"3",630780
"4",-334661
"5",-447598
"6",358228
"7",459661
"8",48294
"9",196519
"10",-508427
"11",-654798
"12",756022
"13",447677
"14",-7007
"15",-986974
"16",777945
"17",-375882
"18",155733
"19",-188548
"20",106186
"21",129729
"22",-382482
"23",-498094
"24",628973
"25",813256
"26",-543980
"27",-76585
"28",420940
"29",85357
"30",148121
"31",-975437
"32",-195739
"33",-376145
"34",951410
"35",-34849
"36",-811713
"37",-168990
"38",-976036
"39",-389642
"40",-33449
"41",462279
"42",769054
"43",-588492
"44",-966503
"45",489984
"46",-398773
"47",799041
"48",600190
"49",-113458
"50",-723868
"51",924832
"52",-177632
"53",854190
"54",-987188
"55",294051
"56",-250979
"57",-802254
"58",-312744
"59",-606597
"60",576861
"61",971023
"62",-96495
"63",-611202
"64",937724
"65",505831
"66",-210297
"67",-162505
"68",-830366
"69",966357
"70",398702
"71",-677176
"72",-30193
"73",-947633
"74",-57075
"75",-811432
"76",-263859
"77",-447757
"78",994614
"79",-696923
"80",-986474
"81",-505989
"82",-825299
"83",-438715
"84",527165
"85",766233
"86",928073
"87",347287
"88",750571
"89",-727207
"90",956175
"91",198892
"92",803702
"93",-184455
"94",-106109
"95",-753387
"96",-585595
"97",-991997
"98",-931727
"99",-632883
"100",578275
