"","x"
"1",601393
"2",-259031
"3",-621993
"4",-490012
"5",225288
"6",332708
"7",-179347
"8",-197070
"9",-682670
"10",-789218
"11",354378
"12",-567054
"13",-165435
"14",-453345
"15",183780
"16",1350
"17",766961
"18",-880878
"19",681704
"20",-640905
"21",994509
"22",-745658
"23",142815
"24",56612
"25",-925506
"26",424217
"27",-302664
"28",-96675
"29",623958
"30",463678
"31",-523459
"32",-15253
"33",231320
"34",-984025
"35",510259
"36",433135
"37",244184
"38",106128
"39",-980273
"40",263307
"41",-427308
"42",951955
"43",779970
"44",-187915
"45",-645969
"46",134223
"47",-829238
"48",-437881
"49",-112744
"50",800174
"51",368014
"52",-337002
"53",768903
"54",897144
"55",-933583
"56",-107132
"57",387651
"58",-550085
"59",737867
"60",806795
"61",-135275
"62",305626
"63",521034
"64",-400992
"65",-502232
"66",584350
"67",-47154
"68",504989
"69",-580065
"70",923745
"71",378157
"72",-899179
"73",-274391
"74",345663
"75",953762
"76",-737560
"77",-988972
"78",268471
"79",-403252
"80",589514
"81",-429684
"82",-5153
"83",-360190
"84",584773
"85",242477
"86",-810672
"87",160455
"88",147113
"89",-428280
"90",218690
"91",-292167
"92",445626
"93",-744271
"94",-838254
"95",978322
"96",598820
"97",-134610
"98",-543226
"99",-121529
"100",-875701
