"","Taxa","mc","Yld_1","Yld","AIL","CmDW.V"
"1","CANE9233-US47-0011",0.0466058312299081,3.06055607945539,3.63747771761544,-1.35951628312666,2.13087235800077
"2","DC-2010-001-A",0.0581059452672082,-1.68898379432723,-2.00736100166868,1.02319630627445,-0.184032400760231
"3","DC-2010-001-E",-0.0243058191183453,-0.844655480970456,-1.00387492056867,0.156370109832834,0.223129762967436
"4","KY-2009-001-C",-0.000765585442029036,-1.18417254447336,-1.40739170678493,0.0307735480832755,-0.298679210803412
"5","KY-2009-001-D",-0.0210332264444717,1.120596633885,1.33183159541273,-0.331806818590568,-0.132994636292251
"6","KY-2009-001-B20-b",NA,NA,NA,NA,NA
"7","KY-2009-001-B20-e",0.0150655918889353,0.0640104578431976,0.0760765717396586,1.46538291812665,1.14347854505495
"8","NC-2010-001-B",-0.048807887662405,-0.742055722209774,-0.881934878768834,0.119650757191483,-0.0214909363496004
"9","NC-2010-001-009",0.013240862600171,-0.651374182583527,-0.77415966685403,0.904793173671558,-0.245357528448232
"10","NC-2010-001-010",-0.0171468138903364,1.31632854034257,1.56445940222686,-0.19767646353123,0.596146593436956
"11","NC-2010-001-5-B18-a",0.00209655750807282,0.657617582600466,0.781579961708902,1.96653878798124,0.205830203770353
"12","NC-2010-001-5-B18-b",NA,NA,NA,NA,NA
"13","NC-2010-001-B44-e",0.0138315187093499,-0.417529180342689,-0.496234360880788,1.21122162495123,-0.474243446174026
"14","NC-2010-001-5-C",0.0126773066587354,-1.13428187995646,-1.34809654087341,-0.742057773869784,-0.389109654449931
"15","NC-2010-002-001",0.0394090832722323,-1.69194588126627,-2.01088144854093,-1.12555043420851,-1.72042953980228
"16","NC-2010-002-002",NA,NA,NA,NA,NA
"17","NC-2010-003-D",-0.00478267991798078,-0.740890080273076,-0.880549510683276,0.249134362599857,0.0165204280119102
"18","NC-2010-003-E",0.0236562160165707,-0.368450891008706,-0.437904704673112,-0.676362812466264,0.390111658551201
"19","NC-2010-003-001",NA,NA,NA,NA,NA
"20","NC-2010-003-B50-a",NA,NA,NA,NA,NA
"21","NC-2010-003-B50-b",NA,NA,NA,NA,NA
"22","NC-2010-004-E",-0.0142558871956056,-1.88829006344452,-2.24423694640304,0.706254753735873,-0.368263519422882
"23","NC-2010-004-B37-b",NA,NA,NA,NA,NA
"24","NC-2010-004-B37-d",NA,NA,NA,NA,NA
"25","OH-2009-001-B20-b",NA,NA,NA,NA,NA
"26","OH-2009-001-B20-d",NA,NA,NA,NA,NA
"27","PA-2010-001-005",0.00119790559791577,0.795182611161955,0.945076304576131,-0.0318129505641763,0.575617681629064
"28","PA-2010-001-B63-a",NA,NA,NA,NA,NA
"29","PA-2010-001-B63-c",NA,NA,NA,NA,NA
"30","PA-2010-002-E",0.0189599013448742,-1.0009985624504,-1.18968902109026,0.285347679102589,-0.829259465818373
"31","PA-2010-002-004",-0.0136774587761022,-0.300475918299112,-0.357116298195453,-0.403072652700033,-0.135833011237013
"32","PA-2010-002-013",0.0388424706393778,-0.966495296787197,-1.14868181303917,-0.474219291964722,-0.179939639286372
"33","PA-2010-002-015",-0.0368964239027222,0.00761224375789748,0.00904716870005657,-0.590813733950003,-0.581731289894846
"34","PA-2010-002-B3-b",0.00803020039438414,-1.6151255602951,-1.91958032600275,-0.985415342009521,-0.54182637131162
"35","PA-2010-002-B3-d",NA,NA,NA,NA,NA
"36","PA-2010-003-B20-b",NA,NA,NA,NA,NA
"37","PA-2010-003-B20-c",NA,NA,NA,NA,NA
"38","PI230189-US56-0022-03",0.0548252281107718,2.32727148481001,2.76596734353571,-1.20094505625098,2.6894276754536
"39","PI294602-US64-0004-02",0.053985374118989,2.70159705104756,3.21085411279541,-1.33426338399319,2.49383441186067
"40","PI294605-US64-0007-01",-0.0276037459955593,-0.899398777318141,-1.06893745022244,-1.326322834018,0.550103567129155
"41","PI295762",0.0560879138118737,3.99267173992389,4.74529925631064,-1.41800662049193,2.82968213593433
"42","PI295764-Gracillimus",0.0531646722531389,2.69352198384389,3.20125687743793,-0.241626885490901,2.58632884861157
"43","PI302423-US64-0016-03",0.0376850075695763,2.59929873143626,3.08927233206868,-0.784142590813114,1.93868045400524
"44","PI417947-NG77-022",NA,NA,NA,NA,NA
"45","PI423566-M75-062",0.0474613340323406,2.28191896567239,2.71206577352119,-1.09852408598351,0.826964043130562
"46","PMS-007",NA,NA,NA,NA,NA
"47","PMS-009",0.0334540264525827,1.55178977986044,1.84430560986798,1.52438708691491,0.605601660450956
"48","PMS-014",0.0189239541360582,2.54447227922339,3.02411097149716,1.86439747375689,1.80386872237085
"49","PMS-023",0.0581457622962595,2.34964593204694,2.79255942390795,0.118927417894226,1.89719406869007
"50","PMS-038",0.031883409035253,1.91397522742646,2.27476382104494,-0.343137283057891,1.66432204265596
"51","PMS-067",0.0484067494121066,2.32876607422839,2.76774366638972,0.567469781934812,1.78943673937997
"52","PMS-071",-0.0257650820491687,-1.88509793730729,-2.24044309743175,-2.49830784997788,-1.71322319233626
"53","PMS-074",-0.00765905706899105,-1.2424926278262,-1.47670525573777,0.0755658144637428,-0.536098192783616
"54","PMS-075",-0.0113508834877309,-0.666863485924154,-0.792568738430404,-2.02984001756816,-0.817429537078943
"55","PMS-076",0.00561068397432331,-0.736452083760259,-0.87527494195475,-2.70164274615372,-1.31328541554909
"56","PMS-087",-0.0240871342310693,1.10267040844972,1.31052623653806,0.344100218625079,0.801574563844351
"57","PMS-088",-0.0133318529686462,0.0941939524535748,0.111949722298683,1.40249209634557,1.34625399224866
"58","PMS-130",-0.0248448927685985,-1.6684247614236,-1.98292654526295,1.62261577759052,-0.683392118534747
"59","PMS-131",0.00781791236344283,-0.455399320187045,-0.541243106393213,0.932316438132376,-0.672559083342124
"60","PMS-134",0.00905083695868978,-0.54583759162578,-0.648729193473169,1.77888358931494,-0.269994151726835
"61","PMS-144",-0.0335835016730597,0.0306232301185667,0.0363957771993127,0.605944541188931,-0.438657153089526
"62","PMS-159",-0.0516733845444919,-0.342862593700618,-0.407492956324017,1.77305150138787,0.393316959464971
"63","PMS-161",-0.00198510306193481,0.933581043070323,1.1095631491559,0.687017244911672,1.73349105766054
"64","PMS-164",-0.0154405136346222,0.65731254414555,0.78121742283044,-0.382564305378931,0.666453908930704
"65","PMS-178",-0.0359073075305581,0.104299683527907,0.123960406185866,-0.608367904548502,0.516154570439225
"66","PMS-183",-0.0209264626514373,1.46903112211009,1.74594676079211,0.656825457752486,1.25713252251808
"67","PMS-204",-0.0203112807512592,2.15904609239004,2.56603108993339,0.196718310179784,1.6055907580306
"68","PMS-226",0.0429626000875349,2.36204277700299,2.80729310175123,-0.643814437193876,1.30793154470746
"69","PMS-227",0.0630288451588268,0.980520247348424,1.16535049801139,-0.341239220561698,0.690093650509594
"70","PMS-272",0.0220901320524223,-0.907751732734433,-1.07886495627187,0.405482472951806,-0.197013556755812
