"","QTN=0.3","QTN=0.2","QTN=0.1","QTN=0.05","QTN=0.02","QTN=0.01","QTN=0"
"0",0,0,0,0,0,0,0
"0.01",0.00943738656987296,0.0105263157894737,0.0137931034482759,0.0203266787658802,0.0388384754990926,0.123411978221416,0.302722323049002
"0.05",0.0493647912885662,0.0522686025408348,0.0566243194192377,0.0827586206896552,0.132486388384755,0.324500907441016,0.61923774954628
"0.1",0.0994555353901996,0.108166969147005,0.121597096188748,0.164065335753176,0.2497277676951,0.534301270417423,0.797822141560799
"0.2",0.199637023593466,0.221778584392015,0.236297640653358,0.293284936479129,0.433030852994555,0.760072595281307,0.933575317604356
"0.3",0.2994555353902,0.317604355716878,0.342649727767695,0.431941923774955,0.599274047186933,0.902359346642468,0.982214156079855
"0.4",0.399637023593466,0.425771324863884,0.451179673321234,0.550635208711434,0.731397459165154,0.960072595281307,0.996733212341198
"0.5",0.4994555353902,0.536479128856624,0.571687840290381,0.67513611615245,0.869328493647913,0.992740471869328,0.999637023593466
"0.6",0.599637023593466,0.630852994555354,0.667513611615245,0.790562613430127,0.9502722323049,0.999274047186933,0.999637023593466
"0.7",0.6994555353902,0.735390199637024,0.778584392014519,0.905263157894737,0.990562613430127,0.999637023593466,1
"0.8",0.799637023593466,0.841379310344828,0.887114337568058,0.983303085299456,0.999637023593466,1,1
"0.9",0.8994555353902,0.944827586206897,0.977858439201452,1,1,1,1
"1",0.999637023593466,1,1,1,1,1,1
