"","x"
"1",-621438
"2",-922990
"3",750576
"4",-41994
"5",-667294
"6",319353
"7",-293848
"8",616967
"9",-282502
"10",-576045
"11",28913
"12",-521771
"13",-289155
"14",131569
"15",-681126
"16",-787405
"17",975966
"18",-88239
"19",-703314
"20",-615715
"21",-806375
"22",671405
"23",-951660
"24",-869741
"25",-225227
"26",894586
"27",265772
"28",-506112
"29",638768
"30",-203318
"31",439473
"32",-347924
"33",966212
"34",153107
"35",-839933
"36",962290
"37",624773
"38",-676221
"39",978242
"40",-415881
"41",612399
"42",-543923
"43",104129
"44",648712
"45",-209603
"46",855352
"47",-953258
"48",-699586
"49",-247885
"50",-91348
"51",537826
"52",271300
"53",868346
"54",569489
"55",781739
"56",-800462
"57",669056
"58",105954
"59",-256618
"60",-216853
"61",-83598
"62",-511941
"63",873701
"64",-959451
"65",201054
"66",318504
"67",33857
"68",-902389
"69",-367109
"70",116902
"71",983731
"72",-477143
"73",300484
"74",89200
"75",263911
"76",939098
"77",209737
"78",976625
"79",-434310
"80",772111
"81",220290
"82",320774
"83",-598234
"84",678836
"85",357295
"86",578616
"87",-964772
"88",-335046
"89",407343
"90",141865
"91",383403
"92",623197
"93",161447
"94",-411678
"95",449938
"96",-170647
"97",-967499
"98",-984153
"99",404182
"100",85502
