"","x"
"1",575379
"2",927104
"3",195692
"4",-834895
"5",-822730
"6",437679
"7",190996
"8",-35765
"9",917846
"10",-612536
"11",-990492
"12",-721862
"13",-751874
"14",-656142
"15",-884118
"16",-53686
"17",-932757
"18",-683262
"19",837969
"20",-996606
"21",-669764
"22",-282415
"23",932374
"24",113501
"25",-990444
"26",107858
"27",345062
"28",258426
"29",-996607
"30",-540446
"31",208346
"32",721820
"33",-707226
"34",962732
"35",-35775
"36",229414
"37",788979
"38",-601815
"39",-713512
"40",165842
"41",-859163
"42",-264571
"43",-838142
"44",-487007
"45",-150925
"46",702678
"47",521684
"48",312200
"49",-762692
"50",-709570
"51",798830
"52",-750741
"53",-668628
"54",-779860
"55",-915450
"56",966847
"57",-18793
"58",540405
"59",37596
"60",1836
"61",402539
"62",-375415
"63",-167329
"64",-739711
"65",-189022
"66",-297509
"67",-694231
"68",-872964
"69",-519705
"70",751521
"71",-103658
"72",137368
"73",-128887
"74",-268908
"75",-516508
"76",829955
"77",779764
"78",-84610
"79",-870371
"80",754623
"81",-38798
"82",589153
"83",325669
"84",-530971
"85",-286361
"86",335793
"87",429709
"88",-75281
"89",920003
"90",-853262
"91",-239493
"92",-994695
"93",105177
"94",569002
"95",-748992
"96",-124833
"97",-891364
"98",-815478
"99",420590
"100",-563572
