"","x"
"1",640834
"2",41188
"3",-947445
"4",671948
"5",-296610
"6",-816660
"7",-433260
"8",-363727
"9",-163620
"10",403932
"11",983860
"12",391887
"13",-878161
"14",-829593
"15",-168934
"16",-198975
"17",855519
"18",-570640
"19",-618761
"20",-25673
"21",-822614
"22",-787278
"23",899508
"24",809143
"25",157154
"26",-800255
"27",-626784
"28",-107492
"29",-318090
"30",-687920
"31",-395413
"32",969856
"33",233028
"34",-310466
"35",-959811
"36",255988
"37",565626
"38",313451
"39",-634551
"40",852410
"41",883263
"42",-177086
"43",706073
"44",-340869
"45",165866
"46",-325805
"47",-660663
"48",-94188
"49",964955
"50",-791674
"51",624915
"52",501542
"53",-248581
"54",914958
"55",-579186
"56",-552726
"57",827684
"58",517313
"59",-737571
"60",-594598
"61",-777123
"62",-104597
"63",-96373
"64",951876
"65",280002
"66",-8499
"67",-825382
"68",-834443
"69",838655
"70",248914
"71",510491
"72",-723374
"73",-98033
"74",-613679
"75",-841711
"76",-869392
"77",-182753
"78",394345
"79",-617485
"80",475741
"81",-168884
"82",816110
"83",-92124
"84",-947212
"85",-223264
"86",-260214
"87",917726
"88",271212
"89",-227395
"90",-39006
"91",773122
"92",855581
"93",920301
"94",-285836
"95",-763737
"96",264599
"97",381262
"98",285444
"99",-434036
"100",-941101
