"","x"
"1",-224780
"2",-202997
"3",715863
"4",-95795
"5",-558936
"6",-881843
"7",-196908
"8",-703142
"9",-3054
"10",763438
"11",889075
"12",-138571
"13",-21223
"14",839777
"15",717127
"16",-168120
"17",-281594
"18",-966265
"19",-555621
"20",929872
"21",878809
"22",-792918
"23",-409879
"24",-424098
"25",477745
"26",772500
"27",-226203
"28",127375
"29",290372
"30",453648
"31",-325485
"32",239505
"33",-739147
"34",-872820
"35",-329294
"36",450394
"37",-589567
"38",529714
"39",431866
"40",-21529
"41",-612984
"42",35275
"43",96470
"44",368406
"45",157301
"46",124175
"47",439125
"48",16242
"49",862932
"50",342433
"51",-356232
"52",-176762
"53",-463915
"54",-931004
"55",147012
"56",674515
"57",-723479
"58",-888385
"59",-417626
"60",-888026
"61",719788
"62",448588
"63",697393
"64",-480380
"65",-523741
"66",-127830
"67",884222
"68",212103
"69",-460840
"70",-679394
"71",-217645
"72",-697891
"73",992118
"74",143373
"75",-105914
"76",-832806
"77",595112
"78",-296414
"79",242396
"80",601061
"81",-652586
"82",21104
"83",-899608
"84",-567868
"85",-271005
"86",-480388
"87",-424032
"88",745381
"89",241128
"90",-643466
"91",-583344
"92",99959
"93",759725
"94",650105
"95",-310021
"96",8692
"97",109247
"98",681776
"99",233948
"100",394788
