"","x"
"1",-312121
"2",-779856
"3",953737
"4",296953
"5",-626543
"6",-776177
"7",775961
"8",-297219
"9",-735143
"10",827281
"11",-42657
"12",-709686
"13",760770
"14",829909
"15",893152
"16",-811459
"17",143274
"18",-555793
"19",-735982
"20",-928568
"21",-306153
"22",-376818
"23",153213
"24",370809
"25",-15625
"26",-107668
"27",-970992
"28",496774
"29",234659
"30",-789484
"31",345780
"32",246800
"33",-687570
"34",-702804
"35",847068
"36",-815950
"37",958603
"38",173931
"39",-752956
"40",906297
"41",894792
"42",-223265
"43",-211697
"44",-903801
"45",-460897
"46",906389
"47",740461
"48",-408641
"49",78456
"50",-408082
"51",-473776
"52",213066
"53",740826
"54",-202870
"55",455308
"56",-130361
"57",481846
"58",-12163
"59",-338117
"60",290608
"61",354624
"62",907006
"63",-367684
"64",-444437
"65",-183852
"66",-918328
"67",125399
"68",649011
"69",184705
"70",-83037
"71",-380049
"72",-671267
"73",-395256
"74",-902202
"75",-774068
"76",114343
"77",841628
"78",-524374
"79",595503
"80",178429
"81",-870735
"82",-726935
"83",188712
"84",995888
"85",808276
"86",260998
"87",630691
"88",-751853
"89",-252980
"90",702001
"91",-209743
"92",169827
"93",-999752
"94",-433936
"95",-132380
"96",761709
"97",-394556
"98",248028
"99",-550074
"100",-523625
