"","x"
"1",410914
"2",-11763
"3",650421
"4",388830
"5",-698283
"6",-733393
"7",888592
"8",-47671
"9",-504104
"10",-621970
"11",142031
"12",-953171
"13",-96644
"14",609586
"15",-225215
"16",-757150
"17",643816
"18",-706685
"19",73232
"20",-566010
"21",-165461
"22",-514061
"23",898493
"24",283883
"25",-35532
"26",-758475
"27",-200657
"28",-492118
"29",891012
"30",-144280
"31",-15590
"32",-69411
"33",230116
"34",30000
"35",324063
"36",-599391
"37",211018
"38",-757973
"39",-530267
"40",316268
"41",666779
"42",814932
"43",49167
"44",288780
"45",642655
"46",-290918
"47",-957485
"48",-994032
"49",924122
"50",-959484
"51",512952
"52",862589
"53",912770
"54",265147
"55",21671
"56",462354
"57",197420
"58",-663985
"59",980879
"60",-22645
"61",334060
"62",224550
"63",863103
"64",-69275
"65",-702888
"66",-912797
"67",-799904
"68",143613
"69",187722
"70",80549
"71",-58789
"72",-642051
"73",-470696
"74",691667
"75",875104
"76",541694
"77",632422
"78",-636145
"79",-929425
"80",-550249
"81",-920480
"82",585987
"83",-785541
"84",629559
"85",857590
"86",-800135
"87",801627
"88",249089
"89",287531
"90",-419543
"91",531173
"92",-416629
"93",532227
"94",68630
"95",-377109
"96",675795
"97",97456
"98",925437
"99",702185
"100",222944
