"","x"
"1",-226752
"2",-76848
"3",699093
"4",-517004
"5",-236445
"6",-782601
"7",374124
"8",216227
"9",306857
"10",-634623
"11",-575976
"12",-405407
"13",152370
"14",681048
"15",-329036
"16",996074
"17",735047
"18",922479
"19",-902959
"20",461988
"21",467906
"22",623979
"23",224398
"24",762742
"25",110489
"26",-491249
"27",-751680
"28",237721
"29",-627431
"30",50664
"31",-778382
"32",-328416
"33",-583571
"34",33452
"35",-954293
"36",797371
"37",841070
"38",255910
"39",-523965
"40",748653
"41",-771799
"42",-51195
"43",-62011
"44",-556693
"45",375216
"46",-276457
"47",621913
"48",-332785
"49",-933166
"50",-656356
"51",340589
"52",924986
"53",572777
"54",-837105
"55",-113339
"56",-656875
"57",-691558
"58",896192
"59",688454
"60",-998555
"61",-253693
"62",8932
"63",163521
"64",553141
"65",-842193
"66",780570
"67",686364
"68",-376796
"69",445154
"70",-444173
"71",490712
"72",-166821
"73",-3545
"74",-486344
"75",-556555
"76",-33782
"77",587211
"78",-643271
"79",-854740
"80",425703
"81",553209
"82",-584981
"83",944002
"84",607883
"85",-581335
"86",334419
"87",-200349
"88",-645136
"89",628477
"90",-861008
"91",285092
"92",849160
"93",-976763
"94",802462
"95",626400
"96",741786
"97",-3821
"98",-506520
"99",-627037
"100",215210
