"","x"
"1",567785
"2",-259846
"3",-850524
"4",-533649
"5",913715
"6",586580
"7",-649471
"8",123929
"9",-576465
"10",-322691
"11",-531850
"12",681396
"13",110129
"14",564605
"15",-950719
"16",-488322
"17",-204449
"18",-900125
"19",929039
"20",-580294
"21",-695520
"22",-39714
"23",-609265
"24",-812697
"25",-445431
"26",-385569
"27",149006
"28",445425
"29",-623818
"30",-590771
"31",292319
"32",288328
"33",206895
"34",-544221
"35",149332
"36",848752
"37",-868409
"38",-873465
"39",-977647
"40",-147309
"41",378785
"42",-306649
"43",115183
"44",-624580
"45",949519
"46",-127534
"47",824383
"48",-350777
"49",-547988
"50",-324448
"51",683587
"52",-269026
"53",-121141
"54",538898
"55",-677278
"56",-919602
"57",490571
"58",587452
"59",-956362
"60",-634940
"61",-148652
"62",-203344
"63",-224780
"64",-202997
"65",715863
"66",-95795
"67",-558936
"68",-881843
"69",-196908
"70",-703142
"71",-3054
"72",763438
"73",889075
"74",-138571
"75",-21223
"76",839777
"77",717127
"78",-168120
"79",-281594
"80",-966265
"81",-555621
"82",929872
"83",878809
"84",-792918
"85",-409879
"86",-424098
"87",477745
"88",772500
"89",-226203
"90",127375
"91",290372
"92",453648
"93",-325485
"94",239505
"95",-739147
"96",-872820
"97",-329294
"98",450394
"99",-589567
"100",529714
