"","x"
"1",-118602
"2",-908899
"3",726469
"4",750998
"5",525819
"6",504847
"7",-357716
"8",-139089
"9",-715179
"10",74755
"11",-518421
"12",-349099
"13",324005
"14",-488199
"15",366194
"16",-704012
"17",-919791
"18",-731197
"19",810948
"20",-833360
"21",520139
"22",143652
"23",-254834
"24",216663
"25",171215
"26",544327
"27",-637610
"28",-123314
"29",-372563
"30",634476
"31",15516
"32",237523
"33",705107
"34",236065
"35",599981
"36",144649
"37",696409
"38",414412
"39",161906
"40",798696
"41",-572403
"42",-877275
"43",87390
"44",413947
"45",-657636
"46",631187
"47",-576317
"48",-577907
"49",-277950
"50",598021
"51",253090
"52",-736103
"53",845029
"54",395557
"55",554869
"56",-511775
"57",210418
"58",-755517
"59",-643084
"60",-106110
"61",-77128
"62",-911567
"63",-296226
"64",-282402
"65",-158179
"66",-759119
"67",-103977
"68",-503147
"69",-597253
"70",870134
"71",297953
"72",884902
"73",477709
"74",886790
"75",488501
"76",-475880
"77",957138
"78",610184
"79",714662
"80",153714
"81",184228
"82",-254320
"83",733270
"84",261980
"85",-209698
"86",590648
"87",236503
"88",713575
"89",93823
"90",734821
"91",540927
"92",-593121
"93",18010
"94",89585
"95",502990
"96",653882
"97",-701741
"98",791822
"99",103929
"100",748356
