"","x"
"1",-789435
"2",964924
"3",-236919
"4",720552
"5",738681
"6",-266292
"7",-173784
"8",915208
"9",-491352
"10",-157830
"11",498087
"12",280638
"13",-343931
"14",737361
"15",507807
"16",-895374
"17",579580
"18",811236
"19",-408071
"20",-495600
"21",-790573
"22",328564
"23",-214073
"24",-642612
"25",-38586
"26",-457159
"27",942558
"28",-93430
"29",-45379
"30",-34662
"31",899861
"32",764430
"33",-524989
"34",-274118
"35",-14769
"36",474339
"37",753566
"38",-498916
"39",717868
"40",753042
"41",-537961
"42",259766
"43",484174
"44",-719015
"45",-770532
"46",769625
"47",678689
"48",490850
"49",-696533
"50",129497
"51",161670
"52",-736477
"53",-744776
"54",360870
"55",-969644
"56",559925
"57",-317823
"58",134073
"59",189857
"60",-663134
"61",-485985
"62",21218
"63",-840984
"64",116325
"65",-304973
"66",712351
"67",927071
"68",569451
"69",-776172
"70",-136130
"71",-855166
"72",745402
"73",-864747
"74",-687833
"75",30778
"76",-257977
"77",16395
"78",-811459
"79",143274
"80",-555793
"81",-735982
"82",-928568
"83",-306153
"84",-376818
"85",153213
"86",370809
"87",-15625
"88",-107668
"89",-970992
"90",496774
"91",234659
"92",-789484
"93",345780
"94",246800
"95",-687570
"96",-702804
"97",847068
"98",-815950
"99",958603
"100",173931
