"","x"
"1",192960
"2",-911299
"3",440057
"4",-770361
"5",935118
"6",-800295
"7",-868847
"8",-283865
"9",-313450
"10",-316070
"11",-865621
"12",-523096
"13",-433472
"14",-786626
"15",-795825
"16",-723468
"17",-826733
"18",603503
"19",709543
"20",908103
"21",436581
"22",794172
"23",958565
"24",-287031
"25",77
"26",-968972
"27",-524721
"28",182067
"29",787494
"30",564937
"31",-369033
"32",-441268
"33",716744
"34",412866
"35",638581
"36",356822
"37",-303621
"38",-779637
"39",687050
"40",953025
"41",-697793
"42",-846607
"43",296617
"44",746065
"45",-566393
"46",-286667
"47",-89158
"48",103394
"49",-602532
"50",501989
"51",63694
"52",530679
"53",323218
"54",692434
"55",-834096
"56",118254
"57",133757
"58",159536
"59",-291743
"60",442268
"61",430372
"62",546248
"63",-552270
"64",119704
"65",-94970
"66",-43549
"67",581402
"68",-416609
"69",504435
"70",919065
"71",490204
"72",-531200
"73",965754
"74",-999987
"75",444420
"76",-451123
"77",428146
"78",-283611
"79",679314
"80",-442097
"81",195161
"82",142380
"83",-879990
"84",936194
"85",-579275
"86",-866640
"87",-703194
"88",650475
"89",223474
"90",-411039
"91",-544653
"92",236175
"93",-403908
"94",517724
"95",-819835
"96",-200489
"97",513145
"98",-377233
"99",-945028
"100",-384764
