"","x"
"1",313451
"2",-634551
"3",852410
"4",883263
"5",-177086
"6",706073
"7",-340869
"8",165866
"9",-325805
"10",-660663
"11",-94188
"12",964955
"13",-791674
"14",624915
"15",501542
"16",-248581
"17",914958
"18",-579186
"19",-552726
"20",827684
"21",517313
"22",-737571
"23",-594598
"24",-777123
"25",-104597
"26",-96373
"27",951876
"28",280002
"29",-8499
"30",-825382
"31",-834443
"32",838655
"33",248914
"34",510491
"35",-723374
"36",-98033
"37",-613679
"38",-841711
"39",-869392
"40",-182753
"41",394345
"42",-617485
"43",475741
"44",-168884
"45",816110
"46",-92124
"47",-947212
"48",-223264
"49",-260214
"50",917726
"51",271212
"52",-227395
"53",-39006
"54",773122
"55",855581
"56",920301
"57",-285836
"58",-763737
"59",264599
"60",381262
"61",285444
"62",-434036
"63",-941101
"64",-171904
"65",-28104
"66",-41281
"67",-190406
"68",-49565
"69",-238341
"70",-11912
"71",-136334
"72",113588
"73",-664901
"74",808701
"75",296560
"76",-603188
"77",-423856
"78",524910
"79",895313
"80",248243
"81",-593579
"82",59805
"83",-477575
"84",699039
"85",783980
"86",-384283
"87",-380627
"88",928820
"89",955270
"90",-379347
"91",-829346
"92",706434
"93",251024
"94",-418392
"95",-620035
"96",792533
"97",-23571
"98",10405
"99",-333488
"100",385498
