"","x"
"1",0.360445181666391
"2",0.385624353951681
"3",0.41125893804884
"4",0.366694682481493
"5",0.353671847295493
"6",0.347502425055714
"7",0.300779491659196
"8",0.326026179704379
"9",0.383352663242375
"10",0.337739938997071
"11",0.380954371557677
"12",0.363538247536464
"13",0.349245947109119
"14",0.271096058079401
"15",0.349595879544955
"16",0.392592416535501
"17",0.340352021172187
"18",0.384370161172006
"19",0.372182039526906
"20",0.380785456812573
"21",0.355286115500117
"22",0.387405638856391
"23",0.402287143726991
"24",0.358198866111815
"25",0.407112837635591
"26",0.408071819449878
"27",0.356670728951647
"28",0.390431696844633
"29",0.343447989813932
"30",0.375126814696541
"31",0.367182002020835
"32",0.333895566718726
"33",0.296868629425677
"34",0.341725772848016
"35",0.363009704333732
"36",0.40508512563212
"37",0.394949919730441
"38",0.362172844372733
"39",0.337453488220861
"40",0.368531494104489
"41",0.302952219690118
"42",0.388289114923887
"43",0.36861332623645
"44",0.359577349132665
"45",0.367316975617969
"46",0.363099081569737
"47",0.391438201468055
"48",0.347464094007816
"49",0.359219596285486
"50",0.360030839626339
"51",0.356984894433058
"52",0.362836298487062
"53",0.393836845231155
"54",0.338032449945392
"55",0.324511919642205
"56",0.331829442071198
"57",0.421362874448555
"58",0.376336771093957
"59",0.364163886587682
"60",0.380186140995501
"61",0.346212871651115
"62",0.245007873245773
"63",0.396804570583645
"64",0.420276842558878
"65",0.370539305465664
"66",0.420061059167649
"67",0.254587780741137
"68",0.416057387397339
"69",0.337554919685304
"70",0.396816920599029
"71",0.37481105993964
"72",0.398628936981057
"73",0.332317598591152
"74",0.363689537335465
"75",0.336057253563532
"76",0.349418030449111
"77",0.191910915864116
"78",0.385887185603028
"79",0.381135552209693
"80",0.380644855318651
"81",0.363271105882354
"82",0.342692914128785
"83",0.363693721202336
"84",0.338280649793689
"85",0.385745320025578
"86",0.358527932611789
"87",0.395124517906721
"88",0.371821998255376
"89",0.368758890559961
"90",0.34240214320826
"91",0.334598411310831
"92",0.337623083704631
"93",0.396134374055954
"94",0.353076003740884
"95",0.346691610351608
"96",0.401623958135054
"97",0.276720322752298
"98",0.333322688413502
"99",0.39170814816097
"100",0.353320024170423
