"","x"
"1",-676221
"2",978242
"3",-415881
"4",612399
"5",-543923
"6",104129
"7",648712
"8",-209603
"9",855352
"10",-953258
"11",-699586
"12",-247885
"13",-91348
"14",537826
"15",271300
"16",868346
"17",569489
"18",781739
"19",-800462
"20",669056
"21",105954
"22",-256618
"23",-216853
"24",-83598
"25",-511941
"26",873701
"27",-959451
"28",201054
"29",318504
"30",33857
"31",-902389
"32",-367109
"33",116902
"34",983731
"35",-477143
"36",300484
"37",89200
"38",263911
"39",939098
"40",209737
"41",976625
"42",-434310
"43",772111
"44",220290
"45",320774
"46",-598234
"47",678836
"48",357295
"49",578616
"50",-964772
"51",-335046
"52",407343
"53",141865
"54",383403
"55",623197
"56",161447
"57",-411678
"58",449938
"59",-170647
"60",-967499
"61",-984153
"62",404182
"63",85502
"64",364574
"65",122147
"66",752902
"67",-909960
"68",-905304
"69",270596
"70",378218
"71",842233
"72",429759
"73",-844280
"74",209702
"75",105250
"76",585259
"77",-679210
"78",719698
"79",192149
"80",521012
"81",986219
"82",966665
"83",455395
"84",-120385
"85",-407809
"86",-582675
"87",379379
"88",898049
"89",-365967
"90",238229
"91",888140
"92",342696
"93",-897132
"94",-629466
"95",14400
"96",-239250
"97",696509
"98",-50976
"99",240936
"100",-335721
