"","x"
"1",-601815
"2",-713512
"3",165842
"4",-859163
"5",-264571
"6",-838142
"7",-487007
"8",-150925
"9",702678
"10",521684
"11",312200
"12",-762692
"13",-709570
"14",798830
"15",-750741
"16",-668628
"17",-779860
"18",-915450
"19",966847
"20",-18793
"21",540405
"22",37596
"23",1836
"24",402539
"25",-375415
"26",-167329
"27",-739711
"28",-189022
"29",-297509
"30",-694231
"31",-872964
"32",-519705
"33",751521
"34",-103658
"35",137368
"36",-128887
"37",-268908
"38",-516508
"39",829955
"40",779764
"41",-84610
"42",-870371
"43",754623
"44",-38798
"45",589153
"46",325669
"47",-530971
"48",-286361
"49",335793
"50",429709
"51",-75281
"52",920003
"53",-853262
"54",-239493
"55",-994695
"56",105177
"57",569002
"58",-748992
"59",-124833
"60",-891364
"61",-815478
"62",420590
"63",-563572
"64",-339084
"65",596478
"66",-524058
"67",541014
"68",-923790
"69",952688
"70",-553056
"71",648288
"72",696201
"73",968061
"74",654206
"75",153995
"76",-334507
"77",-740196
"78",-515553
"79",-911097
"80",-893199
"81",619268
"82",232140
"83",636611
"84",-222401
"85",557395
"86",404246
"87",-742199
"88",-1465
"89",84421
"90",-773749
"91",-851812
"92",-902067
"93",176510
"94",303786
"95",-343357
"96",-927587
"97",-48648
"98",822528
"99",105792
"100",945642
