"","x"
"1",435920
"2",352196
"3",846672
"4",297386
"5",696107
"6",-782862
"7",986929
"8",284933
"9",394240
"10",956809
"11",-337373
"12",-895905
"13",379624
"14",-491708
"15",865579
"16",-149411
"17",213095
"18",877065
"19",-131255
"20",-771422
"21",-862341
"22",-585722
"23",-854365
"24",510841
"25",-594795
"26",375586
"27",-389773
"28",-390127
"29",425834
"30",549112
"31",775570
"32",633928
"33",-45525
"34",-310704
"35",236368
"36",-726341
"37",330405
"38",406279
"39",135920
"40",973766
"41",793855
"42",-99041
"43",-562394
"44",-483479
"45",774861
"46",-933363
"47",-787883
"48",451144
"49",-879101
"50",-721030
"51",29851
"52",189329
"53",143647
"54",-812302
"55",-857333
"56",195768
"57",276977
"58",830769
"59",-175297
"60",-143198
"61",962661
"62",250304
"63",-580445
"64",656754
"65",478621
"66",204156
"67",908121
"68",-133678
"69",939963
"70",-126129
"71",463941
"72",302574
"73",-264473
"74",614108
"75",-965820
"76",165672
"77",42408
"78",429150
"79",669400
"80",-697229
"81",809756
"82",-175085
"83",-886877
"84",-766233
"85",731371
"86",-261250
"87",748186
"88",-665446
"89",-792468
"90",39849
"91",522865
"92",440543
"93",998027
"94",350900
"95",280527
"96",92907
"97",-396032
"98",-81215
"99",296790
"100",-826518
