"","x"
"1",919819
"2",-783971
"3",278599
"4",819796
"5",409049
"6",-90466
"7",931358
"8",-376325
"9",-686764
"10",19083
"11",61278
"12",124039
"13",893655
"14",322242
"15",-773949
"16",778738
"17",-539478
"18",922962
"19",-532409
"20",-28087
"21",-120812
"22",-21978
"23",-749681
"24",-350202
"25",-461452
"26",596470
"27",892410
"28",-402184
"29",377352
"30",499626
"31",558762
"32",367307
"33",-533778
"34",694440
"35",986101
"36",-514913
"37",332949
"38",928460
"39",898361
"40",740322
"41",-638912
"42",-770629
"43",714589
"44",-267225
"45",222172
"46",-681249
"47",-960450
"48",17683
"49",82219
"50",411288
"51",622108
"52",-921514
"53",-369045
"54",-9975
"55",-446004
"56",-942002
"57",632093
"58",-557144
"59",64386
"60",26688
"61",-179632
"62",-830311
"63",-320602
"64",-418290
"65",472562
"66",-603734
"67",227469
"68",47337
"69",-814826
"70",-446291
"71",-420859
"72",465034
"73",220668
"74",954121
"75",-775918
"76",-596636
"77",-274617
"78",217592
"79",-486800
"80",-263827
"81",-220303
"82",719702
"83",479065
"84",513443
"85",-25914
"86",-38042
"87",339863
"88",151074
"89",-590047
"90",387827
"91",86133
"92",-502295
"93",-19831
"94",193963
"95",194124
"96",447573
"97",-839789
"98",76965
"99",795676
"100",701870
