"","x"
"1",586861
"2",-96962
"3",565392
"4",279513
"5",-379802
"6",-664220
"7",328508
"8",12441
"9",-684016
"10",-988638
"11",376205
"12",-52731
"13",-455144
"14",-928923
"15",-470208
"16",-273364
"17",402504
"18",-2402
"19",233249
"20",875010
"21",-781816
"22",712002
"23",-860014
"24",726055
"25",713234
"26",889188
"27",107997
"28",-278585
"29",-195868
"30",-931243
"31",449012
"32",76543
"33",-150681
"34",-232725
"35",-565356
"36",-116791
"37",-392742
"38",-135927
"39",84364
"40",-633815
"41",325401
"42",-440113
"43",990191
"44",539855
"45",-361448
"46",-954305
"47",-371291
"48",793178
"49",-259185
"50",-297674
"51",128787
"52",738096
"53",115098
"54",-188117
"55",-961164
"56",872782
"57",-544456
"58",-596589
"59",-7798
"60",410371
"61",-386305
"62",179221
"63",-351572
"64",680043
"65",-779367
"66",-4380
"67",311752
"68",963252
"69",563987
"70",921031
"71",-991613
"72",893324
"73",-232832
"74",194561
"75",-566698
"76",64694
"77",-710332
"78",628719
"79",-909511
"80",691527
"81",-663882
"82",-453429
"83",508197
"84",-504865
"85",-536973
"86",-997484
"87",-852945
"88",963702
"89",346036
"90",334873
"91",132918
"92",-665142
"93",-991511
"94",635551
"95",291098
"96",394783
"97",916691
"98",-279561
"99",-284760
"100",670786
