"","x"
"1",685476
"2",625743
"3",886243
"4",655131
"5",817286
"6",177824
"7",363169
"8",-535704
"9",-863447
"10",-862641
"11",705775
"12",-290736
"13",-25114
"14",704309
"15",721722
"16",78778
"17",218237
"18",824811
"19",-372103
"20",-997042
"21",-697075
"22",-736767
"23",-477626
"24",-900571
"25",800839
"26",505265
"27",484685
"28",-577642
"29",-593357
"30",-180978
"31",-505403
"32",729901
"33",-47167
"34",-486901
"35",-904534
"36",-897519
"37",-633915
"38",-680765
"39",970388
"40",-4283
"41",-496051
"42",186490
"43",462518
"44",544979
"45",983323
"46",-794083
"47",-306204
"48",-413348
"49",-389554
"50",-753007
"51",-664389
"52",252370
"53",939638
"54",439418
"55",-861644
"56",-40842
"57",271667
"58",-596400
"59",-874581
"60",998407
"61",602859
"62",-918119
"63",513919
"64",569465
"65",-225035
"66",21209
"67",-442410
"68",-724623
"69",-6673
"70",81421
"71",-756386
"72",804273
"73",-638569
"74",915123
"75",-557342
"76",185434
"77",-328340
"78",440392
"79",-20917
"80",159792
"81",3012
"82",-860053
"83",-468971
"84",-53932
"85",-237944
"86",712234
"87",313507
"88",969421
"89",-380816
"90",745847
"91",-659220
"92",-467700
"93",462389
"94",296879
"95",-196175
"96",-684963
"97",-661150
"98",-372566
"99",-412374
"100",709207
