"","x"
"1",252762
"2",-276337
"3",969409
"4",684135
"5",853872
"6",-560976
"7",633762
"8",968190
"9",-745061
"10",-709929
"11",220375
"12",190956
"13",-123725
"14",444908
"15",617114
"16",-860838
"17",904135
"18",528323
"19",-289247
"20",546396
"21",-576247
"22",-243955
"23",-14173
"24",-684836
"25",867523
"26",841204
"27",-400812
"28",682343
"29",-283334
"30",999403
"31",583390
"32",88470
"33",-826498
"34",-180782
"35",-876571
"36",-553176
"37",-538906
"38",-869177
"39",565442
"40",-936799
"41",313566
"42",-543327
"43",229339
"44",625292
"45",-1724
"46",240963
"47",-541559
"48",958793
"49",808335
"50",16775
"51",-859921
"52",-225274
"53",631662
"54",-335077
"55",-395825
"56",-17151
"57",-614790
"58",450394
"59",161412
"60",-946020
"61",-591030
"62",-636533
"63",-170404
"64",786483
"65",-264994
"66",933463
"67",584858
"68",-983927
"69",-361772
"70",266643
"71",115709
"72",-901880
"73",-252443
"74",-836173
"75",-483433
"76",57282
"77",-238989
"78",367840
"79",-642516
"80",569485
"81",787429
"82",-802623
"83",-993815
"84",-778386
"85",437927
"86",-543894
"87",-165320
"88",-90379
"89",-88
"90",-581091
"91",-909484
"92",-448168
"93",-312881
"94",981623
"95",450673
"96",-206404
"97",-755431
"98",909164
"99",-965250
"100",648577
