"","x"
"1",-736152
"2",554195
"3",252377
"4",-861460
"5",-983982
"6",899831
"7",-553514
"8",603094
"9",-321144
"10",289823
"11",992820
"12",952014
"13",-387135
"14",-235065
"15",-727116
"16",-171916
"17",-342370
"18",-371979
"19",959784
"20",-369103
"21",650374
"22",170836
"23",-770668
"24",-959985
"25",-210423
"26",549832
"27",-838753
"28",982691
"29",284344
"30",-426790
"31",420976
"32",894451
"33",775439
"34",-794662
"35",283675
"36",-453919
"37",188922
"38",-969434
"39",-165134
"40",518297
"41",-981209
"42",-459210
"43",-210788
"44",630138
"45",-169762
"46",568532
"47",890709
"48",-704157
"49",-42793
"50",797732
"51",-69633
"52",428566
"53",615036
"54",128476
"55",-956456
"56",168105
"57",-18742
"58",-112553
"59",256752
"60",24319
"61",685745
"62",151325
"63",-930766
"64",-784487
"65",295709
"66",-360533
"67",325261
"68",475555
"69",-637815
"70",54845
"71",-593219
"72",-721714
"73",-13243
"74",-681248
"75",-685343
"76",774392
"77",737420
"78",-478043
"79",867978
"80",-668623
"81",54935
"82",534318
"83",168317
"84",-57926
"85",-589250
"86",-647201
"87",110586
"88",-948197
"89",11208
"90",-767232
"91",110466
"92",-54885
"93",918046
"94",-197528
"95",730834
"96",-845296
"97",158184
"98",203630
"99",801371
"100",-594
