"<phenotype>","Trait1","Trait2","Trait3","Trait4","Trait5","Trait6","Trait7","Trait8","Trait9","Trait10","Trait11","Trait12","Trait13","Trait14","Trait15","Trait16","Trait17","Trait18"
"DC.2010.001.A",-0.218300174763192,-10.2666470552824,-0.132539763983445,-0.1157492675539,-0.637090272558275,-2.29261968563701,-1.53754599370797,-1.03101569176229,-0.746587811940994,-0.0417051966119775,0.204605129252695,-1.07043850542306,1.41487771893273,0.0000302876441607048,-2.00736100166868,1.02319630627445,-0.184032400760231,-1.68898379432723
"DC.2010.001.E",0.0141164366404344,-11.2259804732261,0.0682967629869221,0.0477954297777305,-0.28883458087433,-0.893515860681052,-0.995401989151821,-0.545354280709909,-0.566308205191546,-0.0388573810198962,0.203031227343103,-0.358716034948484,2.54092369595569,-0.0000865091780132784,-1.00387492056867,0.156370109832834,0.223129762967436,-0.844655480970456
"KY.2009.001.B20.e",0.907506241290705,30.2963084953561,0.359837722258173,0.521892559985876,-0.167690177843502,-2.27580906701389,0.147919122831993,0.0985059152197694,0.539313327785347,-0.037472089059555,0.196370482326922,-1.54967398918556,-5.13696158165206,0.000143113668346233,0.0760765717396586,1.46538291812665,1.14347854505495,0.0640104578431976
"KY.2009.001.C",-0.278838466403687,-12.2627828471429,-0.0597664609690655,-0.222067813161195,-0.257520086314972,-1.74817334781798,-1.37937870105141,-0.739570172895108,-0.903217679172423,-0.037472089059555,0.200176803529141,-0.489681566263447,1.11960975125437,0.00024039762046438,-1.40739170678493,0.0307735480832755,-0.298679210803412,-1.18417254447336
"KY.2009.001.D",-0.223201903229677,-11.5317698631911,-0.0312330560754374,-0.0641597882542514,-0.0433789999471267,1.62596678738011,1.0963324205077,0.829354344572597,0.727827573261059,-0.031148831340663,0.185607111458722,1.30780359196601,-4.59937125573866,-0.000186949058326911,1.33183159541273,-0.331806818590568,-0.132994636292251,1.120596633885
"NC.2010.001.009",-0.0686144958406189,14.9094481591951,-0.119814116958349,0.13860630041075,-0.166914819174022,-3.14879540319184,-0.611994545840422,-0.364257221541186,0.292600476695482,0.575969761509997,0.189943926224566,-1.383522642933,-4.39251708195158,0.000129875830022644,-0.77415966685403,0.904793173671558,-0.245357528448232,-0.651374182583527
"NC.2010.001.010",0.60205182654227,22.7272066814027,0.120431324529273,0.313206844352795,0.497867954437004,2.3988858913812,1.35663578043543,1.00399915121553,0.753050634255636,0.0903704451108734,0.200877943668316,1.292593750831,-1.35150702412699,-0.000172883228197256,1.56445940222686,-0.19767646353123,0.596146593436956,1.31632854034257
"NC.2010.001.5.B18.a",0.35891680587555,32.2979204010599,0.122032944333159,0.130736875970747,-0.385973821300433,-1.36107528267839,0.722880186962849,0.464579579801019,0.760363888547466,-0.031148831340663,0.197223369959237,-0.861093560593421,-4.25150533176642,-0.0000994537257045073,0.781579961708902,1.96653878798124,0.205830203770353,0.657617582600466
"NC.2010.001.5.C",-0.344696407906783,-18.2386378165467,-0.0859374091201501,-0.179038177011919,-0.00907986508160711,-1.79542982776014,-1.16288727437261,-0.708798514997757,-0.741059800604168,-0.0401917501562171,0.204990004912351,-1.03365479720678,-0.693187909042657,-0.000111976565482374,-1.34809654087341,-0.742057773869784,-0.389109654449931,-1.13428187995646
"NC.2010.001.B44.e",-0.421769377054629,-10.7325981851804,-0.0868129598560855,-0.216804793185479,-0.723395948040809,-1.70335311023034,-0.227392541046152,-0.278446300710727,-0.426162014753519,-0.0401917501562171,0.203454807678199,0.655335557797777,-1.35255483300934,-0.0000865091780132784,-0.496234360880788,1.21122162495123,-0.474243446174026,-0.417529180342689
