SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,FDR_Adjusted_P-values,effect
PstI.TP1040729,4,54844080,4.16092331204747e-07,0.216981132075472,103,NA,NA,0.00114633437246908,NA
PstI.TP890801,2,72613106,2.10194273423286e-06,0.0943396226415094,103,NA,NA,0.00255535315785163,NA
PstI.TP1071296,11,7466,2.78259871998362e-06,0.136792452830189,103,NA,NA,0.00255535315785163,NA
PstI.TP490779,11,3725,2.22945148721501e-05,0.0613207547169812,103,NA,NA,0.0152729611635392,NA
PstI.TP790069,2,699673,3.28161012166172e-05,0.287735849056604,103,NA,NA,0.0152729611635392,NA
PstI.TP938416,11,6563,3.76671439347831e-05,0.0518867924528302,103,NA,NA,0.0152729611635392,NA
PstI.TP1253448,10,49715585,4.52064214955467e-05,0.443396226415094,103,NA,NA,0.0152729611635392,NA
PstI.TP457393,1,60097068,4.55418183315151e-05,0.19811320754717,103,NA,NA,0.0152729611635392,NA
PstI.TP498552,11,3782,5.1891338039109e-05,0.150943396226415,103,NA,NA,0.0152729611635392,NA
PstI.TP166481,3,1960833,5.63875511096118e-05,0.0518867924528302,103,NA,NA,0.0152729611635392,NA
PstI.TP19142,11,155,6.49610996299158e-05,0.141509433962264,103,NA,NA,0.0152729611635392,NA
PstI.TP347850,7,8702241,6.65246947232198e-05,0.183962264150943,103,NA,NA,0.0152729611635392,NA
PstI.TP708955,4,2043677,7.92823124393953e-05,0.108490566037736,103,NA,NA,0.0168017515977334,NA
PstI.TP856852,1,1153760,0.000113916779122538,0.183962264150943,103,NA,NA,0.0201975848384705,NA
NsiI.TP383201,4,62497766,0.000115602150939128,0.155660377358491,103,NA,NA,0.0201975848384705,NA
PstI.TP991040,8,1163254,0.000120440210906198,0.0801886792452831,103,NA,NA,0.0201975848384705,NA
NsiI.TP784196,11,18783,0.000124631195010526,0.231132075471698,103,NA,NA,0.0201975848384705,NA
PstI.TP967280,2,67346302,0.0001399850306465,0.0849056603773585,103,NA,NA,0.0214254866350615,NA
PstI.TP704244,3,50687892,0.000191834120037247,0.0518867924528302,103,NA,NA,0.0272659781028902,NA
PstI.TP965825,3,63530528,0.000197938135048205,0.0801886792452831,103,NA,NA,0.0272659781028902,NA
