"","x"
"1",244701
"2",-167891
"3",56152
"4",323838
"5",-644120
"6",-464456
"7",-309888
"8",-781737
"9",938138
"10",634208
"11",-247388
"12",265435
"13",-376542
"14",-419950
"15",-397569
"16",-997660
"17",-563537
"18",145051
"19",37611
"20",138104
"21",-292825
"22",601014
"23",-649337
"24",790403
"25",546387
"26",-906733
"27",-728583
"28",343470
"29",122589
"30",-997679
"31",-975149
"32",-354764
"33",618188
"34",341436
"35",-681774
"36",-682209
"37",-987563
"38",326184
"39",768377
"40",755235
"41",801314
"42",621618
"43",-391236
"44",-607301
"45",49033
"46",878953
"47",804755
"48",256374
"49",871398
"50",429526
"51",645662
"52",825912
"53",-394412
"54",113672
"55",-988393
"56",-94768
"57",28422
"58",-414970
"59",-294336
"60",688624
"61",-585227
"62",898993
"63",911374
"64",481558
"65",103333
"66",-905044
"67",-73189
"68",909300
"69",906919
"70",170593
"71",92450
"72",352630
"73",861298
"74",-6104
"75",857008
"76",42935
"77",936985
"78",-367333
"79",120585
"80",-132815
"81",229359
"82",475802
"83",-289835
"84",-760206
"85",581795
"86",526366
"87",888867
"88",-796261
"89",220092
"90",164377
"91",-203239
"92",-602536
"93",162303
"94",-155799
"95",-777915
"96",-375530
"97",590662
"98",730245
"99",-787180
"100",458965
