"","x"
"1",-184873
"2",-296204
"3",-653270
"4",200402
"5",136315
"6",-478802
"7",-74891
"8",-800066
"9",-678783
"10",-35873
"11",-117677
"12",-318233
"13",-592447
"14",-256994
"15",214847
"16",520100
"17",-593032
"18",230970
"19",-969000
"20",710659
"21",881517
"22",-55739
"23",955299
"24",-388879
"25",614147
"26",316125
"27",-951802
"28",-144971
"29",-745672
"30",-277013
"31",532841
"32",894493
"33",-427234
"34",228213
"35",-177938
"36",33554
"37",-949941
"38",161292
"39",-315416
"40",448222
"41",332255
"42",689183
"43",-80835
"44",-114465
"45",-420009
"46",311192
"47",50831
"48",32779
"49",537747
"50",88375
"51",902501
"52",-929636
"53",-380880
"54",361946
"55",-292888
"56",48203
"57",205150
"58",409415
"59",436599
"60",305560
"61",-285834
"62",-511660
"63",-511549
"64",469706
"65",-545932
"66",-546217
"67",-843957
"68",-44686
"69",-892539
"70",784650
"71",-417626
"72",-990480
"73",246932
"74",699579
"75",-229805
"76",-747474
"77",-12092
"78",119194
"79",-351736
"80",-635774
"81",-10668
"82",151197
"83",74688
"84",393969
"85",430879
"86",-524801
"87",-155316
"88",834310
"89",-148020
"90",-509701
"91",434180
"92",-365415
"93",218869
"94",135364
"95",-83113
"96",417534
"97",-628562
"98",-307133
"99",151695
"100",-475415
