"","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues","predValues"
"DC-2010-001-A",-1.57859835594861,-2.18721189779238,-3.15218439832842,-2.44369624075134,-5.72744823793601,-5.24539099911606,-4.93251767465941,-3.68792393306218,-3.90567041696793,-2.7400795875692,-1.60412826567622,-3.33688689611997,-4.67321178739859,-3.82308663653106,-1.09673618549688,-3.41783237000928,-2.00845386351993,-3.80369009251647,-3.7496656235582,-4.15793104596922,-5.32391862528446,-4.11022372128407,-4.2351382937559,-4.88311343392933,-3.34833051627424,-4.94049229245823,-4.43311406310928,-4.19121778323959,-4.20630397649495,-3.08681888147465,-3.57372962564487,-2.03331029617445,-2.60743534482082,-1.6647625278349,-2.357528819383,-4.53662672580106,-3.3584644140197,-4.15305272830943,-3.10605827990304,-3.36085402852978,-5.12143357568013,-3.94457371584981,-5.3349507290186,-3.78441240951602,-5.36000768255102,-4.13143962390404,-5.22158887966821,-3.96599550155271,-4.29285061297344,-4.40866688059765,-4.48383431234883,-5.05675309434201,-6.24342161754216,-4.9086751928383,-5.04024097795748,-2.88227068752493,-2.43948459847245,-3.60178505500438,-2.86698455207745,-5.52227696417672,-3.71965575430154,-3.82857520101462,-2.66634437772625,-2.52412720565558,-2.49418301826953,-5.74763003697581,0.878507676845914,-2.36689538396019,-2.61575851687387,0.317204522604468,-2.65807490176236,-4.88782579093705,-3.57481548665989,-3.95586311740905,0.440266124418145,-4.85532409927474,-3.98352931287133,-3.86527314402492,-6.67691183585987,-3.02566986158887,-5.31625786785662,-3.61187877824191,-1.7139061944728,-2.4790129833174,-1.43225864298151,-5.01292129219118,-2.72744431277194,-3.19836660247551,-2.94324754849457,-7.23306502492618,-2.81069371074168,-2.17584963941921,-0.848740710786634,-4.80651963349633,-5.30963455822712,-3.00436854894764,-4.57109805757718,-2.75500402445376,-4.18012667381934,-2.16773520336643
"DC-2010-001-E",7.03932766751061,4.23149190743856,5.10920673038008,4.31441917855394,5.00034511871513,6.6045556974321,5.59753400808637,4.75102295804406,5.02059878296787,5.19647034530654,6.71566775024248,4.50008795180223,3.07215679811172,2.48299489145661,5.15351555491138,5.36122747618465,6.3441602344814,4.56571973295087,3.62365493930775,6.05089052487505,4.77233157314719,1.6556986523472,5.05768735713268,4.23733326760936,5.47071897750157,5.1099159442184,3.20628578525831,4.08094335734292,2.80677859382331,7.31578765489281,5.30633671647745,5.19118817602911,6.42398675505537,5.26875680008528,4.17226950162565,3.96680019590712,5.7942541795887,4.34776159617283,5.38075222861662,4.99634769936745,4.16892995223447,3.08099946165325,3.83404417027578,3.04772542687838,6.58220851961415,3.50456192767934,3.83013241154418,4.60669945192263,0.000000000202194467501387,3.98133946571745,6.09053782872009,6.62368791113636,5.38346600834317,3.56801285400561,3.28181446511304,6.82058600399874,1.98108024519426,4.4367417896374,7.73833339278299,7.476281134472,3.93213160746968,5.68389240417237,3.34911160815466,4.92223742687216,5.37305865264364,4.91246949339557,5.45332068391493,6.02812460396897,3.49167204546407,6.23942186300334,3.41066751020393,6.07021059312701,4.85006624723242,7.03073530553757,4.68568923395863,5.37531733845327,-0.00000000593863963295866,2.64646171722165,1.0762058490754,1.96917898351241,6.05815527973505,3.01000836447604,3.65138397049908,5.38046205703694,6.78377579851543,4.22435895816249,4.02745365371044,3.79095275865021,5.1851395558279,5.10843520664458,4.58441271660061,1.35123768734982,2.44594542207665,3.5381046051537,4.21046602486946,5.33905973465809,5.5549450771844,4.95624985495284,5.77813947036979,5.29907809378392
"KY-2009-001-B20-e",-6.93877475365096,-5.16900733603509,-3.9240753357451,-0.333536078533178,-4.75376849804695,-5.36784697212586,-6.19793753729611,-5.05502221175751,-5.69357440032173,-5.69281769144378,2.57616422015337,-4.57496830123523,-6.424336444308,-4.345407853811,-5.89163807208088,-5.27205086101598,-5.35898016551691,-5.18496457111929,-4.97928397517415,-4.09347926068719,-2.90580344129569,-0.0574589400690323,-4.93844627613325,-4.53434057040168,-2.6025712621567,-5.86648241164617,-5.27933762054979,-5.2589496689074,-5.22643478852063,0.73105757693548,-6.31947637201997,-5.26885856215914,-4.23156085648824,-3.54288282555047,-4.86653862465088,-5.39276497106864,-0.662880371384812,-4.14632230504534,-4.23210803032038,-6.31218958616332,-4.8218183724324,-3.99673378562865,-3.50694297318097,-6.08896252703916,-2.99436244703987,-6.43789166567009,-4.35193967421277,-5.03146800047567,-5.59479176470755,-5.33198921605659,-4.89573026185644,-6.31642860243426,-4.60460211372394,-3.97819971707871,-7.10112897092209,1.33103283823011,-8.02903592996011,-4.720513582546,-2.36359717758739,-4.15455639201749,-5.8142732040907,-5.45893366198751,-4.50173958939859,-4.30000325590134,-4.91302662507857,-7.30902676594668,-5.80307417958563,-4.76135546291054,-4.67515261236413,-2.80765550320893,-5.50614490185492,-5.16690603458887,-6.30506637906397,-5.06106457940669,-4.59289144411853,-6.73608028105684,-5.75462723688959,-4.17618883174974,-4.1338458232034,-4.47816766863114,-6.62608166078354,-2.98460961530796,-4.34526329454634,-0.0000000144324707084471,-5.50464601827054,-3.71020880879829,-2.43511825681683,-6.74591098891469,-5.79387494905223,-6.43954757203452,-6.36671480547292,-5.12188387766369,0.311797542499739,-5.85786208957541,-5.14486302285962,-6.11734196670241,-0.0991658521957801,-4.80013169854187,-2.67883265504605,-5.25692308064916
"KY-2009-001-C",-0.991635688975721,-0.388179100721912,-2.19238743013388,-3.31929596311884,-1.49556836735191,-1.16081201377816,-0.226566199405047,-0.599448540274894,-0.713907525806289,-2.78812053591963,-2.04469792167932,-2.48990940771695,-1.48415705029033,7.71874187055351,-2.44814629359941,-0.449278782820155,11.9352160038901,-2.70171284141425,1.25859697660289,-0.264488869969374,-2.0621562173714,-3.72003646228044,-2.92564207010718,-1.38651862732729,0.215117597825009,0.134084545164656,0.332336548128123,-0.871343867680608,-1.21672366073227,-2.28518435561526,-2.58432288440506,-1.46979814980366,-3.64574775039539,-0.436509578325463,-1.94711676729623,-2.42100758524176,-4.22884740843342,-1.40290959070587,-1.26343554731908,-0.686647653894235,-0.812831913554486,-1.38510761643571,7.57879297742332,-3.36460872304068,-2.30409040961122,-1.87909012061098,-1.25045328427767,-2.96690390357221,-0.000000003337196713958,-1.1066219588966,-0.512644220997027,-1.05474659957006,-0.00000000794928402235308,8.18924893057151,-0.968268882533195,-1.89549912065936,-1.73196759238032,-1.00927414230774,-2.62542026744947,-2.00624976354427,-0.248505468218463,-1.23642616339724,0.499036555256281,-3.00301237643895,-1.40472640488907,-0.395079478036398,-3.74183306539246,-0.575745657218888,-2.09000843628842,-1.20484318272063,-0.917526058317884,-1.89801748009344,-0.740466492156955,-2.12874942313804,-1.86001729342778,-2.47601886908796,-1.06810161307071,-2.16749240282172,-0.844400005248085,-1.3108404139802,-0.697197969523261,-1.1363488536162,-3.74190652301526,-2.50680492753195,-0.591037305852115,-3.19563633740568,-1.94180113286324,-0.13603929275158,-0.651453341110917,-0.984875604671428,-0.645272747656232,-1.01486847844789,2.85488114010095,-1.51647220301426,-1.93665105755126,-1.15271241687264,4.70456443432637,-0.00000000864662597388958,-1.62748851950251,0.511760110253555
"KY-2009-001-D",19.0779736206415,19.8757649044577,18.7920200879886,2.74170760745423,19.537027501793,22.748582354083,21.4396221924518,15.9610838028995,22.7174014008457,12.807020309158,19.2697025845403,22.3915212043443,-3.37893117735553,20.9655983131472,-3.6589227832195,23.1874466918133,23.3823242266769,19.1753365010217,18.0181729151237,16.3517530384686,20.4676043917947,20.6156804393006,17.2464425119467,23.4352440130392,19.9132751879064,24.3003682201747,19.8345689304854,19.3516846844474,20.1734845810425,19.8311543955238,21.9894158355045,19.0004350027662,20.6776494231945,20.0661350190218,20.7955139229622,21.6478413608084,20.637705135435,22.9323952389113,19.8139184701594,18.1412275681038,19.7037879417008,21.8113517687234,19.6208871780736,-2.83875599429624,7.88272578764804,19.4944937686315,21.7388777326142,20.5026467346224,22.0013712930652,22.6352164521645,21.2071010850276,19.3688860835632,14.0705129290332,22.0155032691098,19.2847901694796,19.2291567907095,16.4391472789644,26.4307181071111,20.1446249294291,22.8714242235613,19.003020306981,20.3913830080669,28.7045001923502,20.0400211992983,21.0097302005331,19.7893354255767,19.7073618475592,19.3981282997045,19.6824447808085,21.7448653987716,18.4667973100389,23.1038088284889,20.1906578133171,19.3520352573736,25.6658444483993,18.7757733603705,21.0506085221026,20.5474735418467,19.3115592019957,21.1615403514843,20.0733689436394,16.3588199829684,20.5083954870701,20.1894536184466,18.8577598534035,23.5544480108988,16.0667354326767,24.6769117700482,22.2949467434429,20.0155214627367,19.3201594058914,-2.31541713905678,-0.904038725422103,20.5772314686535,3.04519169905629,19.1700605855924,-1.93165770579665,23.8237144102868,20.7525827291163,20.1907486120326
"NC-2010-001-009",-6.9513793367386,-7.44069288483147,-7.24543783750709,-7.30093705443625,-6.76932587230622,-7.16870136112713,-8.157656886238,-6.97030598350207,-7.43639448460943,-8.32530286515146,-7.97954382131202,-6.82174466277993,-8.35901501282092,-8.15434832610309,-6.54171107312058,-6.4242262306919,-8.35123522933986,-6.39796441402207,-7.28767773249911,-8.43507527800499,-6.59825433294059,-6.49431600247555,-7.55389819413072,-6.13995277812872,-7.65593084769885,-0.0000000212723957401918,-7.68429784956555,-7.20866045662079,-6.53674702021702,-6.85068446376272,-7.36865614241439,-9.47315148513052,-6.31612577429954,-8.99871334775302,-7.86555581694064,-7.30375510115485,-6.4561379731749,-8.41240356499218,-8.58956141051878,-7.72881436476088,-5.3041240274574,-7.56269051421676,-6.37915735879526,-8.10941112325561,-9.39548909132241,-7.97940577585995,-6.16119042916522,-9.48659773268795,-0.0000000313321311014121,-8.16010088408944,-8.48119526282332,-3.70668437897542,-9.17606939198696,-7.70397508933913,-8.45597728754392,-7.7627967333532,-7.47160316871486,-7.11006160432577,-6.95627839618717,-8.22660660075677,-8.48419295117604,-7.21722568921282,-9.80609135890166,-8.17548734435015,-7.08039831837025,-5.87589517693663,-9.90210683047935,-7.64849859573274,-8.73334276890962,-6.93398630974024,-5.71713218703833,-7.76683972962621,-8.77649250038799,-6.80407075368968,-7.55291306373857,-7.84443432559697,-8.29110168397707,-6.47364338475605,-6.10530604667722,-6.51647125679793,-8.00600415577012,-7.94586448543554,-6.69685238046032,-9.15297207487257,-8.6311452783578,-5.28085759208392,-6.29814251689359,-8.12364381235037,-7.29554198308403,-8.10987583782235,-7.79745422154144,-8.55487117414713,-7.37972376288089,-7.64456652222134,-8.39443991186747,-6.27836691042132,-6.85526616658942,-8.54872610565971,-4.72841678327893,-8.12166407007149
"NC-2010-001-010",4.9878016143551,-7.39559479144773,8.02663915538709,8.1144656377404,6.08952502872282,7.42967767352909,6.56630289427533,8.06493224323297,-5.61409552491095,2.99647287919615,8.42443788906958,5.5739924584475,6.82372597423092,8.48058531491448,12.1343024818307,2.88439067936273,6.91519039833217,8.40752239552967,-4.37240535679396,2.86569273642177,7.35526293003664,4.15030264606232,5.50170528519169,7.35457102744415,6.37060715880097,6.69398661999554,6.52099581580876,6.80813613957321,9.57771208273108,3.56910931577113,5.70981096079322,6.96438893742487,7.1418073047836,6.53500732838848,6.79135811447503,6.48747958484293,2.73251732161547,6.62520032277493,7.1169906940433,5.50418067914244,8.38812274704819,5.66527041360387,7.91178072384653,7.89751442146153,-0.52048211268341,8.26852251505987,8.90618229275588,7.90969825567684,6.28758561795241,7.3689558738017,5.91258671556368,3.77583922302385,6.14711097718717,-5.84521750570198,-6.51271460244758,9.58025024190048,6.95354642672803,-5.15004800221763,8.68123197897655,1.56029011417775,7.03569956984998,10.6027211629764,4.63532613588844,-6.12141003857465,9.68022240292293,4.9122234272108,6.96225337409373,7.25724434865247,3.52583402273771,-6.25579418392604,6.52141100122617,2.41358617722409,9.12662214778969,5.58030329501771,5.62901180373485,5.89402836107065,10.1111802215825,6.42274272500835,1.7857242254123,6.42179670664252,6.48256205840421,6.33824349619196,4.26195430177246,-5.27109076497954,-5.85509166169911,6.42141227965382,7.33396413412586,4.01795991664514,6.92591406098597,3.29303085284762,1.9447467084377,-6.62299608879427,4.59238271785554,9.50086135215548,6.02715617795198,5.67696964816387,8.33578543616066,-6.82837756765208,5.49754548549214,7.0531392235612
"NC-2010-001-5-B18-a",9.6194813213465,11.258162685741,12.6479470455066,16.6330593483231,9.84019900655781,12.1447529728973,9.1146227224363,11.4195507204413,6.9745842292759,13.1261951196092,14.8678094318452,10.8085982202333,10.6354931347883,11.1386137531293,11.9277704531047,10.3161866036125,11.0583771923202,19.5535257972677,12.3625777075574,-5.14990129663246,13.1378276206967,12.5326590335399,10.2279912891391,15.5917451427971,5.84360975932964,9.80864755825428,5.91485786976236,10.8861805577863,11.5618591745483,9.55670782161881,13.1427038987799,9.26109029067365,13.150057585816,13.6673743022638,-0.508900334156534,12.1280472270153,14.4676668167674,12.9543689367123,13.3931510717144,15.6866574703065,10.8729916748556,14.9899664616458,10.9255427324467,12.6290187815083,-3.63131191526131,7.80622394494855,16.9560107862957,12.5092242311421,12.6180409688102,4.9004245953385,17.0345951387395,12.3979403996726,10.6435482927284,13.7844207715658,11.3386218575591,12.4659765228111,10.9893929186221,14.8495690579462,2.86120085332958,9.7802393024223,11.8735956822262,13.4618800750997,-2.8154521442105,11.3306086666944,12.3341100919566,11.5927752821553,8.6313073687881,11.732168346507,-5.26790901274029,15.4479145158207,5.35793559286331,9.32829199486586,9.72189457122207,11.8818193409346,10.4572025628168,12.8433797756543,13.799634971115,7.4019312463207,11.6769934767927,12.0229579753699,12.3763261032499,10.8195256279741,13.2325450536757,9.4840628041075,17.5180973625381,8.70205588411506,8.60061295433801,-3.95987400417538,7.90703604297759,13.0219197801199,15.5649386883378,15.4702939413721,17.3684599076703,9.81740796140565,12.0547128458746,9.81769132495922,17.7972999928899,12.7814056451553,10.833105617778,9.33866554241541
"NC-2010-001-5-C",18.7455016743135,19.0293917417306,19.0608305046986,20.0536586448734,15.7392739118328,-3.69453793302079,19.8691175047385,26.3585000714415,-2.24233495993794,10.9283365645996,16.7586145367687,22.261117315934,-6.14958861979393,14.2017401450463,18.290656510959,-2.93102448168813,21.7045147015552,17.9318053609808,18.6594955053325,23.7026732046931,18.022544359343,20.0014520711902,11.3915630768809,20.129074837843,17.3833904031022,0.0000000179423229517919,26.4709945073681,17.1957627833935,15.5477617589602,19.2811909853821,17.4126715316044,16.7928559144071,25.1036062703509,-4.79179366757007,18.8335251756082,21.2113731151183,18.8825855242419,15.1812649923566,16.1893859318292,15.4900173929305,19.236481143281,16.5422343098126,20.0488666454316,-3.41567836698825,20.2706860289926,20.3523781494939,18.9953278757729,18.5563715390279,22.1532068233298,18.9320959976153,19.8505057297615,17.3521076989299,15.8572491934533,18.6691372712569,-3.29406081005168,13.7982136729585,17.1149858995708,19.9000041800701,19.7540240482145,20.5654513147143,18.4645095960578,25.7677040007164,22.2427051344269,14.7141495791093,16.7409329334553,15.4341830004688,18.8514050373558,18.0792145436965,17.0708842544982,19.1321793027111,19.1106059460721,10.8072878177649,22.2305186243065,17.8903882838475,17.3075511328198,24.2688978861977,16.3909616604828,17.183218799298,19.1902889249121,17.7780533530532,19.6702582940297,19.8706080905098,17.1290011137427,18.2148127924357,20.0854269974654,14.9222708159794,21.7902941687906,20.8198820224893,-1.53963672385152,10.0344699936562,23.9663710050827,18.2648634418057,16.1486992677209,16.969006030687,14.7580687830329,16.4580724473645,19.8747526461886,14.8749676419041,19.1727108747171,-4.28300263883296
"NC-2010-001-B",-5.66104052128339,-5.96849984349154,-5.98659526868792,-6.33110812758015,-6.00012579690471,-4.70700525560537,-4.13185270750843,-7.48933561582634,-5.73938119268544,-5.26212755555941,-4.9624662863829,-6.04215840190214,-5.59691301219876,-5.70992382333537,-5.14118855051518,-5.38763005664755,-4.97087982228907,-6.01250566236232,-6.25309846535776,-5.43445600190827,-2.5118234525291,-5.15413613832916,-6.30739880584657,-7.15918858474561,-5.58991796872551,-6.61061736935546,-7.80467392357491,-6.62253574313952,-7.2679608316704,-5.61713169880844,-5.4719790999543,-5.9643697412115,-7.12507119500291,-4.55951477564349,-6.27736794710644,-5.73212330567111,-5.56360162719905,-6.66779127849702,-6.19117236418904,-5.01057124485525,-6.05530648907835,-8.18992399164527,-5.56347421220822,-4.16879583051755,-6.79145122613161,-6.09487821411187,-6.04827550895329,-5.47206774064626,-6.40409671219636,-0.967508299319096,-6.7433486161429,-4.2842469694428,-5.99004338289898,-7.39699602414374,-1.64412682814319,-4.49204250103879,-7.26857639230885,-5.45909202512472,-4.96038459978797,-6.76854503713299,-6.21874092861344,-1.75853244829474,-6.72531415078945,-6.80268866294439,-2.74509104902505,-5.99798246505293,-6.90137680845681,-5.97006119144558,-4.15215126390426,-6.17468004993161,-5.98008443849129,-4.75398200025912,-4.73276040888586,-6.53685897582266,-3.2503751590664,-3.72048275174473,-7.10224878049171,-9.0431460079575,-6.68829604430185,-5.73160759216998,-6.30330534042436,-6.71748701074115,-5.21276993723026,-4.96360473319912,-4.3118327035511,-5.28014985503152,-5.51509277394832,-3.93627914150552,-4.22814878854921,-5.35237259155588,-8.28904887289339,-5.12741201207961,-4.80063586814658,-7.76331252720497,-6.67396266444446,-5.67691088475411,-5.36898088403454,-9.05191922308438,-5.45124138200389,-7.34350468431861
