"","x"
"1",0.427584066716301
"2",0.423457015345207
"3",0.414248558045185
"4",0.396954132908531
"5",0.423696256826823
"6",0.383850527582568
"7",0.435104681400641
"8",0.419012694364861
"9",0.399308790505226
"10",0.45381856628476
"11",0.408691510980342
"12",0.409888291699977
"13",0.392258042147704
"14",0.446349507260749
"15",0.404393201172163
"16",0.400931024797669
"17",0.383629414956068
"18",0.446041951053573
"19",0.384813377193946
"20",0.409688732813336
"21",0.352723113186989
"22",0.42390524371349
"23",0.426379355255691
"24",0.39764881738508
"25",0.450810146624069
"26",0.425427133371223
"27",0.402976642556977
"28",0.417382043439529
"29",0.409507971011928
"30",0.425781421053431
"31",0.403961659884084
"32",0.34075166900794
"33",0.42405991939059
"34",0.469816387343944
"35",0.410318504637821
"36",0.398533063309763
"37",0.405680509995339
"38",0.414467234392201
"39",0.405739860015054
"40",0.408467936279767
"41",0.384187940300966
"42",0.34618330402684
"43",0.433114612828948
"44",0.446613400339467
"45",0.406375715126754
"46",0.401044149872538
"47",0.410731728926411
"48",0.387595723666976
"49",0.410064641422816
"50",0.41809181385572
"51",0.408682758653512
"52",0.397710692221556
"53",0.331603228962786
"54",0.433277270381141
"55",0.431131368900365
"56",0.418852137148578
"57",0.422584969959019
"58",0.388905783892624
"59",0.433246513952566
"60",0.429488463476127
"61",0.467446238564516
"62",0.309113278478696
"63",0.414703576262153
"64",0.452102478861551
"65",0.363484534088794
"66",0.420568873175424
"67",0.366990661347694
"68",0.424597361965266
"69",0.399044917219268
"70",0.40681101317481
"71",0.401458506863218
"72",0.402444487997742
"73",0.418543495545341
"74",0.450411356372903
"75",0.449077585548805
"76",0.431190858988357
"77",0.428991842004244
"78",0.32856292634239
"79",0.333092057236133
"80",0.368232626550909
"81",0.423335326925651
"82",0.434202961360956
"83",0.423512050797505
"84",0.426028391910675
"85",0.443091666170549
"86",0.411902571162156
"87",0.393619654110739
"88",0.45229607520437
"89",0.438540147758481
"90",0.43349978739081
"91",0.362879381221132
"92",0.351541187012864
"93",0.393290519964248
"94",0.41657623274193
"95",0.443948207214326
"96",0.458296012093012
"97",0.414325851340598
"98",0.424250545295106
"99",0.418113433223911
"100",0.404059915673606
