"","x"
"1",385316
"2",-875729
"3",-641637
"4",-479201
"5",153317
"6",-973055
"7",-248587
"8",980900
"9",-106731
"10",247897
"11",-589064
"12",73043
"13",146912
"14",-798914
"15",-955717
"16",-114936
"17",-639761
"18",548639
"19",-327801
"20",-902811
"21",-18152
"22",889904
"23",-6209
"24",252017
"25",-523881
"26",-489870
"27",-867487
"28",610590
"29",28841
"30",-734940
"31",200642
"32",-226173
"33",182451
"34",854401
"35",274012
"36",283203
"37",-360995
"38",-535405
"39",67349
"40",521380
"41",-391564
"42",-608849
"43",196206
"44",-684784
"45",830629
"46",-318853
"47",-653879
"48",449992
"49",368045
"50",-337882
"51",373249
"52",-397001
"53",-520482
"54",-299150
"55",-407390
"56",373115
"57",204124
"58",152395
"59",-267607
"60",-756354
"61",268223
"62",487998
"63",-102187
"64",-202850
"65",355247
"66",319207
"67",-311286
"68",-841586
"69",75417
"70",488297
"71",-442743
"72",286220
"73",273976
"74",98428
"75",-643947
"76",13116
"77",676644
"78",299218
"79",-412702
"80",296534
"81",555240
"82",-512186
"83",-154480
"84",967987
"85",-298087
"86",-904618
"87",-477593
"88",-710919
"89",-459822
"90",656872
"91",-600416
"92",-540000
"93",-923939
"94",726483
"95",711418
"96",407705
"97",868536
"98",-7713
"99",-216460
"100",-926255
