"","x"
"1",743394
"2",62546
"3",-776091
"4",965555
"5",-364746
"6",408488
"7",-456966
"8",401907
"9",319674
"10",112980
"11",952797
"12",-510939
"13",-888777
"14",-856506
"15",620075
"16",-522947
"17",-307887
"18",342471
"19",-816947
"20",534139
"21",822945
"22",-904057
"23",-227824
"24",-130079
"25",-487730
"26",321035
"27",488426
"28",-479814
"29",342376
"30",-634638
"31",238824
"32",-104893
"33",334511
"34",982591
"35",-859911
"36",-646947
"37",-298461
"38",-167206
"39",693628
"40",907919
"41",191026
"42",65469
"43",-503285
"44",433655
"45",491064
"46",-113333
"47",-948567
"48",-100537
"49",-812439
"50",-207645
"51",196701
"52",-47782
"53",-554542
"54",-489015
"55",425226
"56",-948506
"57",-676954
"58",-48563
"59",-181756
"60",-427286
"61",379366
"62",-959525
"63",-598165
"64",-946325
"65",-320216
"66",278402
"67",483600
"68",-652362
"69",-234450
"70",-479442
"71",596739
"72",981214
"73",-647882
"74",983380
"75",87586
"76",675095
"77",717752
"78",650186
"79",577780
"80",-979806
"81",-36827
"82",744703
"83",795105
"84",330750
"85",-852313
"86",284572
"87",-774772
"88",962399
"89",433844
"90",823174
"91",296332
"92",509665
"93",-516358
"94",-292918
"95",164148
"96",-236476
"97",222932
"98",265554
"99",-311007
"100",-126908
