"Trait ID","Trait name","Method","RS#","Chromosome","Marker position (bp)","SNP effect","'-log10(P)'","Genotype for code 1"
"18","Trait18","mrMLM","PstI.TP506588","1","80675","2.4103e-05","0.0015","C"
"18","Trait18","mrMLM","PstI.TP863331","1","161269","5e-04","0.0147","A"
"18","Trait18","mrMLM","PstI.TP424788","1","263370","-2.2294e-05","0.0014","A"
"18","Trait18","mrMLM","PstI.TP931820","1","284314","5.3451e-06","3e-04","A"
"18","Trait18","mrMLM","NsiI.TP148773","1","285352","1e-04","0.0063","A"
"18","Trait18","mrMLM","PstI.TP1106845","1","416796","-0.1426","0.2136","A"
"18","Trait18","mrMLM","PstI.TP425356","1","569039","7.2329e-05","0.0045","C"
"18","Trait18","mrMLM","PstI.TP999740","1","569491","7.426e-05","0.0046","A"
"18","Trait18","mrMLM","NsiI.TP585976","1","829048","-0.4113","0.9684","C"
"18","Trait18","mrMLM","PstI.TP1152021","1","865447","5.7197e-05","0.0035","A"
"18","Trait18","mrMLM","PstI.TP716618","1","918921","0.1327","0.2384","G"
"18","Trait18","mrMLM","PstI.TP1246584","1","1015480","-0.2696","1.082","C"
"18","Trait18","mrMLM","PstI.TP354591","1","1050082","4.8889e-05","0.003","C"
"18","Trait18","mrMLM","PstI.TP856852","1","1153760","0.1261","0.3136","G"
"18","Trait18","mrMLM","PstI.TP775725","1","1175417","7.677e-06","5e-04","A"
"18","Trait18","mrMLM","NsiI.TP72077","1","1422420","-7.4495e-05","0.0046","A"
"18","Trait18","mrMLM","NsiI.TP796534","1","1682668","-0.1057","0.1946","A"
"18","Trait18","mrMLM","PstI.TP929619","1","1952038","3.8307e-05","0.0024","A"
"18","Trait18","mrMLM","PstI.TP417865","1","2030761","-1.7298e-05","0.0011","C"
"18","Trait18","mrMLM","NsiI.TP666080","1","2031570","-0.2454","0.5977","C"
"18","Trait18","mrMLM","PstI.TP885267","1","2084430","4.8154e-05","0.003","A"
"18","Trait18","mrMLM","PstI.TP1294018","1","2280325","-1.0134e-05","6e-04","C"
"18","Trait18","mrMLM","PstI.TP56795","1","2315051","-2.1438e-05","0.0013","G"
"18","Trait18","mrMLM","PstI.TP108989","1","2588793","6.3628e-05","0.0039","C"
"18","Trait18","mrMLM","PstI.TP966432","1","2596832","5.9742e-05","0.0037","A"
"18","Trait18","mrMLM","PstI.TP441536","1","2816855","7.7991e-05","0.0048","C"
"18","Trait18","mrMLM","PstI.TP1085601","1","2820903","7.2642e-05","0.0045","A"
"18","Trait18","mrMLM","PstI.TP525202","1","2884119","-8.9148e-05","0.0055","A"
"18","Trait18","mrMLM","PstI.TP1268585","1","2988383","-7.9531e-05","0.0049","C"
"18","Trait18","mrMLM","PstI.TP59735","1","3027630","-1.681e-05","0.001","A"
"18","Trait18","mrMLM","PstI.TP849876","1","3050119","3.2107e-05","0.002","C"
"18","Trait18","mrMLM","PstI.TP66009","1","3078783","-4.4374e-05","0.0027","A"
"18","Trait18","mrMLM","PstI.TP209693","1","3305106","-6.2948e-05","0.0039","A"
"18","Trait18","mrMLM","PstI.TP626124","1","3342723","-5.3532e-05","0.0033","A"
"18","Trait18","mrMLM","PstI.TP1059573","1","3357749","-0.0971","0.2673","A"
"18","Trait18","mrMLM","NsiI.TP504485","1","3381640","-4.5358e-05","0.0028","A"
"18","Trait18","mrMLM","PstI.TP1244443","1","3397749","-8.9906e-05","0.0056","C"
"18","Trait18","mrMLM","PstI.TP1199997","1","3471828","-9.4302e-06","6e-04","C"
"18","Trait18","mrMLM","PstI.TP757375","1","3471897","-6.9785e-05","0.0043","A"
"18","Trait18","mrMLM","PstI.TP726521","1","3535515","7.2106e-05","0.0045","C"
"18","Trait18","mrMLM","PstI.TP374511","1","3576636","0.1945","0.517","A"
"18","Trait18","mrMLM","PstI.TP1267977","1","3576713","-2.5001e-05","0.0015","A"
"18","Trait18","mrMLM","PstI.TP1155202","1","3620639","-5.2215e-05","0.0032","A"
"18","Trait18","mrMLM","PstI.TP961085","1","3705536","0.0017","0.0346","A"
"18","Trait18","mrMLM","PstI.TP21889","1","3705780","1e-04","0.0074","A"
"18","Trait18","mrMLM","PstI.TP1053336","1","3955998","5.4679e-05","0.0034","A"
"18","Trait18","mrMLM","NsiI.TP403662","1","3957731","-1e-04","0.0064","A"
"18","Trait18","mrMLM","PstI.TP891020","1","4033768","0.1224","0.3012","G"
"18","Trait18","mrMLM","PstI.TP629259","1","4276027","-2.2492e-05","0.0014","C"
"18","Trait18","mrMLM","PstI.TP629254","1","4276045","-0.7414","1.173","A"
"18","Trait18","mrMLM","PstI.TP140451","1","4460094","8.1494e-05","0.005","G"
"18","Trait18","mrMLM","PstI.TP403850","1","4535788","-3.7531e-05","0.0023","A"
"18","Trait18","mrMLM","PstI.TP1250346","1","4555696","0.2787","0.5098","A"
"18","Trait18","mrMLM","NsiI.TP468762","1","4620729","-1.6464e-05","0.001","A"
"18","Trait18","mrMLM","PstI.TP307588","1","4762662","-7.8091e-05","0.0048","A"
"18","Trait18","mrMLM","PstI.TP920636","1","4777048","-0.2075","0.4851","A"
"18","Trait18","mrMLM","PstI.TP947391","1","4891496","6.3012e-05","0.0039","C"
"18","Trait18","mrMLM","PstI.TP683907","1","4900973","-1e-04","0.0075","A"
"18","Trait18","mrMLM","PstI.TP402429","1","4990016","-0.0203","0.0959","C"
"18","Trait18","mrMLM","PstI.TP748688","1","5063937","-8.2016e-05","0.0051","C"
"18","Trait18","mrMLM","PstI.TP1126882","1","5115206","-0.6389","1.0841","A"
"18","Trait18","mrMLM","PstI.TP684655","1","5379329","3.0608e-05","0.0019","A"
"18","Trait18","mrMLM","NsiI.TP556033","1","5459542","-1.9751e-05","0.0012","C"
"18","Trait18","mrMLM","NsiI.TP367540","1","5460609","2.7179e-05","0.0017","C"
"18","Trait18","mrMLM","PstI.TP928135","1","5502147","5.5846e-05","0.0034","A"
"18","Trait18","mrMLM","PstI.TP9547","1","5534818","-1e-04","0.0068","C"
"18","Trait18","mrMLM","PstI.TP476949","1","5536792","5.9328e-05","0.0037","A"
"18","Trait18","mrMLM","PstI.TP291849","1","5571398","-4.5602e-05","0.0028","G"
"18","Trait18","mrMLM","PstI.TP677745","1","5751851","-7.9178e-06","5e-04","C"
"18","Trait18","mrMLM","PstI.TP739422","1","5776555","0.6497","0.6449","C"
"18","Trait18","mrMLM","PstI.TP705967","1","5858828","5.2753e-05","0.0033","C"
"18","Trait18","mrMLM","PstI.TP1252197","1","5912854","0.0757","0.2329","C"
"18","Trait18","mrMLM","PstI.TP116123","1","5967108","0.2677","0.5297","A"
"18","Trait18","mrMLM","PstI.TP804275","1","5979740","2.7514e-05","0.0017","A"
"18","Trait18","mrMLM","PstI.TP523933","1","6018181","-0.2109","0.7718","C"
"18","Trait18","mrMLM","PstI.TP722242","1","6187691","0.6146","0.8598","A"
"18","Trait18","mrMLM","NsiI.TP488601","1","6409370","0.1588","0.5912","C"
"18","Trait18","mrMLM","PstI.TP1015835","1","6514843","3.6841e-05","0.0023","A"
"18","Trait18","mrMLM","PstI.TP547229","1","6574881","-5.5345e-05","0.0034","C"
"18","Trait18","mrMLM","PstI.TP1129801","1","6608649","7.4778e-05","0.0046","C"
"18","Trait18","mrMLM","PstI.TP272307","1","6679965","-2.7369e-05","0.0017","A"
"18","Trait18","mrMLM","PstI.TP841428","1","6731433","-4.1255e-05","0.0025","A"
"18","Trait18","mrMLM","PstI.TP1136661","1","6752030","-3.6713e-05","0.0023","G"
"18","Trait18","mrMLM","PstI.TP444825","1","6930877","-0.2133","0.3394","C"
"18","Trait18","mrMLM","NsiI.TP350497","1","6933742","5.5536e-06","3e-04","C"
"18","Trait18","mrMLM","PstI.TP572285","1","6947477","-1.6293e-05","0.001","G"
"18","Trait18","mrMLM","NsiI.TP800074","1","6979429","0.3936","0.6073","C"
"18","Trait18","mrMLM","PstI.TP806450","1","7007771","3.9127e-05","0.0024","C"
"18","Trait18","mrMLM","PstI.TP443586","1","7215893","-4.3425e-05","0.0027","A"
"18","Trait18","mrMLM","PstI.TP488378","1","7260223","1.0386","1.1174","C"
"18","Trait18","mrMLM","PstI.TP356624","1","7268772","2.6805e-05","0.0017","A"
"18","Trait18","mrMLM","NsiI.TP375218","1","7321465","7.0207e-05","0.0043","A"
"18","Trait18","mrMLM","PstI.TP451905","1","7339832","7.3205e-05","0.0045","A"
"18","Trait18","mrMLM","PstI.TP712786","1","7449325","-4.752e-05","0.0029","C"
"18","Trait18","mrMLM","PstI.TP1137764","1","7486769","6.17e-05","0.0038","A"
"18","Trait18","mrMLM","PstI.TP1173447","1","7571007","-0.2069","0.4366","C"
"18","Trait18","mrMLM","NsiI.TP432315","1","7822652","6.8003e-06","4e-04","A"
"18","Trait18","mrMLM","PstI.TP614866","1","7824409","0.2829","0.4191","A"
"18","Trait18","mrMLM","PstI.TP973605","1","7933170","0.0617","0.2091","G"
"18","Trait18","mrMLM","PstI.TP972953","1","7984963","0.012","0.1023","C"
"18","Trait18","mrMLM","PstI.TP36329","1","8029204","-0.198","0.3176","A"
