"Trait ID","Trait name","Method","RS#","Chromosome","Marker position (bp)","SNP effect","'-log10(P)'","Genotype for code 1"
"15","Trait15","mrMLM","PstI.TP506588","1","80675","2.8647e-05","0.0015","C"
"15","Trait15","mrMLM","PstI.TP863331","1","161269","6e-04","0.0147","A"
"15","Trait15","mrMLM","PstI.TP424788","1","263370","-2.6497e-05","0.0014","A"
"15","Trait15","mrMLM","PstI.TP931820","1","284314","6.3526e-06","3e-04","A"
"15","Trait15","mrMLM","NsiI.TP148773","1","285352","1e-04","0.0063","A"
"15","Trait15","mrMLM","PstI.TP1106845","1","416796","-0.1695","0.2136","A"
"15","Trait15","mrMLM","PstI.TP425356","1","569039","8.5964e-05","0.0045","C"
"15","Trait15","mrMLM","PstI.TP999740","1","569491","8.8258e-05","0.0046","A"
"15","Trait15","mrMLM","NsiI.TP585976","1","829048","-0.4888","0.9684","C"
"15","Trait15","mrMLM","PstI.TP1152021","1","865447","6.7979e-05","0.0035","A"
"15","Trait15","mrMLM","PstI.TP716618","1","918921","0.1577","0.2384","G"
"15","Trait15","mrMLM","PstI.TP1246584","1","1015480","-0.3205","1.082","C"
"15","Trait15","mrMLM","PstI.TP354591","1","1050082","5.8105e-05","0.003","C"
"15","Trait15","mrMLM","PstI.TP856852","1","1153760","0.1499","0.3136","G"
"15","Trait15","mrMLM","PstI.TP775725","1","1175417","9.1242e-06","5e-04","A"
"15","Trait15","mrMLM","NsiI.TP72077","1","1422420","-8.8537e-05","0.0046","A"
"15","Trait15","mrMLM","NsiI.TP796534","1","1682668","-0.1256","0.1946","A"
"15","Trait15","mrMLM","PstI.TP929619","1","1952038","4.5528e-05","0.0024","A"
"15","Trait15","mrMLM","PstI.TP417865","1","2030761","-2.0558e-05","0.0011","C"
"15","Trait15","mrMLM","NsiI.TP666080","1","2031570","-0.2916","0.5977","C"
"15","Trait15","mrMLM","PstI.TP885267","1","2084430","5.7231e-05","0.003","A"
