"Trait ID","Trait name","Method","RS#","Chromosome","Marker position (bp)","SNP effect","'-log10(P)'","Genotype for code 1"
"15","Trait15","mrMLM","PstI.TP506588","1","80675","-0.0882","0.1586","C"
"15","Trait15","mrMLM","PstI.TP863331","1","161269","7.0364e-05","0.0032","A"
"15","Trait15","mrMLM","PstI.TP424788","1","263370","-6.6011e-05","0.003","A"
"15","Trait15","mrMLM","PstI.TP931820","1","284314","1.6075e-05","7e-04","A"
"15","Trait15","mrMLM","NsiI.TP148773","1","285352","1e-04","0.0064","A"
"15","Trait15","mrMLM","PstI.TP1106845","1","416796","-0.0647","0.1178","A"
"15","Trait15","mrMLM","PstI.TP425356","1","569039","6.9922e-06","3e-04","C"
"15","Trait15","mrMLM","PstI.TP999740","1","569491","0.0221","0.1023","A"
"15","Trait15","mrMLM","PstI.TP1152021","1","865447","7.8234e-05","0.0036","A"
"15","Trait15","mrMLM","PstI.TP716618","1","918921","0.4138","0.5623","G"
"15","Trait15","mrMLM","PstI.TP354591","1","1050082","2e-04","0.0084","C"
"15","Trait15","mrMLM","PstI.TP856852","1","1153760","0.0667","0.19","G"
"15","Trait15","mrMLM","PstI.TP775725","1","1175417","1.1025e-05","5e-04","A"
"15","Trait15","mrMLM","PstI.TP929619","1","1952038","-4.4372e-05","0.002","A"
"15","Trait15","mrMLM","PstI.TP417865","1","2030761","4.396e-05","0.002","C"
"15","Trait15","mrMLM","PstI.TP885267","1","2084430","4.1678e-05","0.0019","A"
"15","Trait15","mrMLM","PstI.TP1294018","1","2280325","5.3076e-05","0.0024","C"
"15","Trait15","mrMLM","PstI.TP56795","1","2315051","-2.053e-05","9e-04","G"
"15","Trait15","mrMLM","PstI.TP966432","1","2596832","9.1669e-05","0.0042","A"
"15","Trait15","mrMLM","PstI.TP441536","1","2816855","3e-04","0.0127","C"
"15","Trait15","mrMLM","PstI.TP1085601","1","2820903","1e-04","0.0053","A"
"15","Trait15","mrMLM","PstI.TP525202","1","2884119","-3.3393e-05","0.0015","A"
"15","Trait15","mrMLM","PstI.TP1268585","1","2988383","-0.235","0.5217","C"
"15","Trait15","mrMLM","PstI.TP59735","1","3027630","-2.3173e-05","0.0011","A"
"15","Trait15","mrMLM","PstI.TP849876","1","3050119","0.1204","0.3223","C"
"15","Trait15","mrMLM","PstI.TP209693","1","3305106","-0.2578","0.4547","A"
"15","Trait15","mrMLM","PstI.TP626124","1","3342723","-5.6028e-05","0.0026","A"
"15","Trait15","mrMLM","PstI.TP1059573","1","3357749","-1e-04","0.0066","A"
"15","Trait15","mrMLM","NsiI.TP504485","1","3381640","-1e-04","0.0047","A"
"15","Trait15","mrMLM","PstI.TP1244443","1","3397749","-0.1035","0.3035","C"
"15","Trait15","mrMLM","PstI.TP1199997","1","3471828","1.4554e-05","7e-04","C"
"15","Trait15","mrMLM","PstI.TP757375","1","3471897","-0.0908","0.1777","A"
"15","Trait15","mrMLM","PstI.TP726521","1","3535515","9.9416e-05","0.0046","C"
"15","Trait15","mrMLM","PstI.TP374511","1","3576636","0.3076","0.7528","A"
"15","Trait15","mrMLM","PstI.TP1267977","1","3576713","-9.5295e-05","0.0044","A"
"15","Trait15","mrMLM","PstI.TP1155202","1","3620639","-5.3291e-05","0.0025","A"
"15","Trait15","mrMLM","PstI.TP961085","1","3705536","2e-04","0.0094","A"
"15","Trait15","mrMLM","PstI.TP21889","1","3705780","2e-04","0.0112","A"
"15","Trait15","mrMLM","PstI.TP1053336","1","3955998","8.2471e-05","0.0038","A"
"15","Trait15","mrMLM","PstI.TP891020","1","4033768","0.2143","0.4364","G"
"15","Trait15","mrMLM","PstI.TP1007615","1","4064445","4.6705e-05","0.0022","A"
"15","Trait15","mrMLM","PstI.TP629254","1","4276045","-0.2534","0.362","A"
"15","Trait15","mrMLM","PstI.TP140451","1","4460094","2e-04","0.0087","G"
"15","Trait15","mrMLM","PstI.TP403850","1","4535788","-0.0715","0.1467","A"
"15","Trait15","mrMLM","NsiI.TP468762","1","4620729","-1.1173e-05","5e-04","A"
"15","Trait15","mrMLM","PstI.TP307588","1","4762662","-0.2514","0.5648","A"
"15","Trait15","mrMLM","PstI.TP920636","1","4777048","-0.1797","0.3976","A"
"15","Trait15","mrMLM","PstI.TP947391","1","4891496","-0.1176","0.2193","C"
"15","Trait15","mrMLM","PstI.TP683907","1","4900973","-0.1563","0.4243","A"
"15","Trait15","mrMLM","PstI.TP402429","1","4990016","-1e-04","0.0066","C"
"15","Trait15","mrMLM","PstI.TP1126882","1","5115206","-8.8452e-05","0.0041","A"
"15","Trait15","mrMLM","PstI.TP684655","1","5379329","-8.8548e-05","0.0041","A"
"15","Trait15","mrMLM","NsiI.TP367540","1","5460609","6.0829e-05","0.0028","C"
"15","Trait15","mrMLM","PstI.TP9547","1","5534818","2e-04","0.0095","C"
"15","Trait15","mrMLM","PstI.TP476949","1","5536792","-9.2629e-05","0.0043","A"
"15","Trait15","mrMLM","PstI.TP291849","1","5571398","-3.8466e-05","0.0018","G"
