"","x"
"1",-527146
"2",-788896
"3",403224
"4",-102976
"5",25601
"6",-50419
"7",-320048
"8",47235
"9",507524
"10",659747
"11",-546805
"12",971342
"13",-29860
"14",963655
"15",-171016
"16",626857
"17",176426
"18",-48935
"19",-320188
"20",863510
"21",-611542
"22",-429147
"23",-302318
"24",-294859
"25",-65898
"26",767043
"27",967120
"28",-466878
"29",552180
"30",305550
"31",399082
"32",-453796
"33",-227331
"34",52862
"35",454266
"36",209640
"37",-283986
"38",-375105
"39",-477168
"40",933867
"41",933811
"42",771203
"43",-161131
"44",372057
"45",-891763
"46",17285
"47",-956383
"48",725942
"49",-817912
"50",952571
"51",912120
"52",197771
"53",-318585
"54",-394507
"55",-423767
"56",778207
"57",951150
"58",-770657
"59",-113362
"60",-84498
"61",347787
"62",-650750
"63",186653
"64",816852
"65",221769
"66",749922
"67",651119
"68",-414320
"69",-323849
"70",-871578
"71",-255918
"72",-89565
"73",79064
"74",400577
"75",-211505
"76",657549
"77",-883123
"78",-824688
"79",-281147
"80",-999538
"81",741912
"82",195731
"83",696334
"84",580922
"85",-647766
"86",-842525
"87",-819301
"88",571231
"89",-359599
"90",-306250
"91",-853854
"92",-971508
"93",-638074
"94",-747503
"95",-320223
"96",-956904
"97",169182
"98",588241
"99",322141
"100",-773536
