"","x"
"1",0.420047453372027
"2",0.388586969013968
"3",0.44699433719967
"4",0.409066448929172
"5",0.441093605140891
"6",0.397115395984926
"7",0.429816799336379
"8",0.333264518124928
"9",0.321909802112347
"10",0.419825080281005
"11",0.417367038575487
"12",0.412557495398036
"13",0.405366209514896
"14",0.425305780352378
"15",0.388479685936114
"16",0.40145973278068
"17",0.399322562759693
"18",0.427088177378959
"19",0.472866523742772
"20",0.452376832306769
"21",0.414349406023221
"22",0.431297009454854
"23",0.3995682909888
"24",0.412121625244615
"25",0.445141358294132
"26",0.403157026605467
"27",0.411337311598926
"28",0.339902845086153
"29",0.404599435171695
"30",0.440273780126283
"31",0.421173245557009
"32",0.413345488392691
"33",0.439727496576029
"34",0.450470965785308
"35",0.429123090317899
"36",0.410116982853779
"37",0.40349842875588
"38",0.398894645807479
"39",0.325128064275329
"40",0.431450950424833
"41",0.462343781299841
"42",0.460148252467625
"43",0.379912371858222
"44",0.445371913690277
"45",0.411614045915092
"46",0.355978971922805
"47",0.419795619152236
"48",0.393702030218231
"49",0.393781047720259
"50",0.410705720050145
"51",0.419368339421821
"52",0.391357418121479
"53",0.417951193429695
"54",0.422985824501723
"55",0.441787922971063
"56",0.417812820586127
"57",0.417939012578888
"58",0.417190477332322
"59",0.426656599361986
"60",0.369653185286232
"61",0.413271935329179
"62",0.421626345110581
"63",0.408405867515064
"64",0.413531403804976
"65",0.368006993464997
"66",0.400611049133073
"67",0.447387905128947
"68",0.420197210206061
"69",0.421452598066101
"70",0.457007386357021
"71",0.419588901667159
"72",0.445752824654146
"73",0.411682541235727
"74",0.445159103225527
"75",0.385500955399216
"76",0.450029458932973
"77",0.447320250651075
"78",0.335668551314141
"79",0.402440828225106
"80",0.386432393913421
"81",0.41173516721212
"82",0.448958440484619
"83",0.422801585617547
"84",0.400060641694099
"85",0.441789339076315
"86",0.440789148704142
"87",0.402197665359119
"88",0.342914104781204
"89",0.419088762536029
"90",0.406069688469777
"91",0.425875406584869
"92",0.440972151986135
"93",0.4387367486182
"94",0.472332896691876
"95",0.461794346299641
"96",0.440295777361461
"97",0.417918782431345
"98",0.350577464336405
"99",0.39479828778471
"100",0.40151835811278
