"","x"
"1",-558151
"2",453150
"3",-553847
"4",-177045
"5",436815
"6",370198
"7",-819663
"8",-145876
"9",694587
"10",704096
"11",709417
"12",959213
"13",671056
"14",834895
"15",-619998
"16",-759452
"17",-33561
"18",-181215
"19",846127
"20",-66005
"21",368180
"22",754169
"23",181628
"24",27703
"25",16346
"26",-146297
"27",625300
"28",288921
"29",-408917
"30",-579171
"31",149626
"32",-825152
"33",-801746
"34",-31065
"35",-823368
"36",-103583
"37",364553
"38",-456410
"39",639841
"40",256221
"41",-660633
"42",334385
"43",-930917
"44",17789
"45",-397603
"46",331345
"47",-235578
"48",-768372
"49",-274698
"50",790453
"51",767413
"52",319597
"53",-551959
"54",134993
"55",-284548
"56",-437169
"57",-926317
"58",-413411
"59",-637515
"60",276703
"61",734813
"62",-708558
"63",459656
"64",130641
"65",-550470
"66",-228383
"67",31944
"68",-217287
"69",69559
"70",-913616
"71",59338
"72",583106
"73",-523286
"74",-687592
"75",-306332
"76",-512
"77",730412
"78",325040
"79",-221779
"80",951850
"81",885260
"82",-997684
"83",-935299
"84",512040
"85",-494431
"86",594502
"87",396353
"88",-912865
"89",177908
"90",-711195
"91",-698878
"92",-566519
"93",-262858
"94",-821018
"95",-503655
"96",-784736
"97",-668704
"98",-6578
"99",180927
"100",106311
