"","x"
"1",961241
"2",-404345
"3",-496943
"4",884602
"5",678723
"6",-244908
"7",-981235
"8",7501
"9",-690495
"10",-197759
"11",-784548
"12",-163734
"13",821680
"14",-556958
"15",-270241
"16",348714
"17",-445871
"18",-853764
"19",766617
"20",-383429
"21",-131216
"22",363225
"23",122630
"24",958404
"25",-197913
"26",741361
"27",489037
"28",431796
"29",-964894
"30",-887957
"31",-560016
"32",-470745
"33",650783
"34",550359
"35",-34976
"36",-687621
"37",-69660
"38",310011
"39",-878568
"40",-330319
"41",691168
"42",296092
"43",-938025
"44",598705
"45",-54678
"46",74525
"47",-776204
"48",-93363
"49",-459689
"50",-929149
"51",-922444
"52",107289
"53",411671
"54",-95832
"55",309815
"56",421948
"57",-293093
"58",332789
"59",464852
"60",397601
"61",997501
"62",-905389
"63",537427
"64",12407
"65",-724382
"66",622801
"67",586912
"68",393372
"69",875761
"70",-118289
"71",-330823
"72",-857025
"73",-915526
"74",-905018
"75",-378460
"76",-546068
"77",832205
"78",-807522
"79",897466
"80",839994
"81",180172
"82",426125
"83",-423594
"84",38781
"85",393930
"86",-291322
"87",-482237
"88",941663
"89",-744207
"90",-47441
"91",288665
"92",383584
"93",-202941
"94",-379513
"95",286524
"96",-616561
"97",-542545
"98",-269166
"99",-776647
"100",-624707
