"","x"
"1",-548840
"2",-238113
"3",-44537
"4",-683477
"5",-277223
"6",225201
"7",66007
"8",942686
"9",-421033
"10",728516
"11",794504
"12",-489355
"13",-725547
"14",858772
"15",-435155
"16",888397
"17",697042
"18",-994651
"19",827143
"20",440287
"21",6207
"22",-563581
"23",-563145
"24",120678
"25",-281246
"26",-855555
"27",123211
"28",-280820
"29",-612759
"30",76551
"31",-572457
"32",-500380
"33",-2777
"34",23091
"35",775821
"36",563886
"37",759682
"38",-6169
"39",979774
"40",391306
"41",-895776
"42",141823
"43",75655
"44",-494795
"45",216497
"46",820200
"47",497314
"48",-760475
"49",-46718
"50",-278540
"51",-463432
"52",-311420
"53",-786643
"54",609594
"55",-205292
"56",384813
"57",-590423
"58",-690013
"59",245166
"60",606696
"61",542516
"62",101051
"63",-669202
"64",-868482
"65",-513410
"66",545247
"67",714091
"68",238265
"69",767971
"70",718796
"71",398780
"72",-830381
"73",-741416
"74",836728
"75",614046
"76",252084
"77",356546
"78",-70336
"79",785396
"80",866697
"81",-653940
"82",909808
"83",-312693
"84",-430383
"85",749488
"86",-68240
"87",289888
"88",-741207
"89",-487576
"90",-557575
"91",-488765
"92",-304949
"93",-786342
"94",73660
"95",-233291
"96",-987013
"97",-776528
"98",-666035
"99",267609
"100",-680975
